match_id,season,match_date,venue,team1,team2,innings1_runs,innings1_wickets,innings1_overs,innings2_runs,innings2_wickets,innings2_overs,result,winner,win_margin,player_of_match,top_scorer,top_scorer_runs,best_bowler,best_bowler_wickets,total_fours,total_sixes,powerplay_runs,death_overs_runs,toss_winner,toss_decision,attendance_approx
420,2018,2018-03-26,Narendra Modi,Chennai Super Kings,Sunrisers Hyderabad,146,6,20.0,171,3,20.0,Normal,Sunrisers Hyderabad,7 wickets,AB de Villiers,Sanju Samson,68,R Ashwin,4,21,14,34,73,Sunrisers Hyderabad,Field,52222
421,2018,2018-05-15,Eden Gardens,Delhi Capitals,Rising Pune Supergiant,246,6,20.0,221,3,20.0,Normal,Delhi Capitals,25 runs,Shubman Gill,AB de Villiers,107,Shreyas Iyer,4,26,23,59,88,Delhi Capitals,Bat,78850
422,2018,2018-04-08,Ekana,Pune Warriors India,Kolkata Knight Riders,162,5,20.0,151,2,20.0,Normal,Pune Warriors India,11 runs,Rinku Singh,Faf du Plessis,56,Rashid Khan,2,39,17,73,48,Kolkata Knight Riders,Bat,65616
423,2019,2019-04-16,Narendra Modi,Kolkata Knight Riders,Delhi Capitals,172,4,20.0,113,10,20.0,Normal,Kolkata Knight Riders,59 runs,Shubman Gill,Shubman Gill,46,Jasprit Bumrah,5,33,23,46,74,Kolkata Knight Riders,Bat,35949
424,2017,2017-04-11,Ekana,Lucknow Super Giants,Delhi Capitals,106,10,20.0,109,7,20.0,Normal,Delhi Capitals,3 wickets,Andre Russell,Rashid Khan,59,AB de Villiers,4,16,10,31,82,Lucknow Super Giants,Field,48245
425,2016,2016-04-01,PCA,Chennai Super Kings,Delhi Capitals,210,4,20.0,181,5,20.0,Normal,Chennai Super Kings,29 runs,Sanju Samson,Virat Kohli,118,Sanju Samson,2,30,13,73,71,Chennai Super Kings,Bat,54255
426,2021,2021-04-10,Chepauk,Deccan Chargers,Rising Pune Supergiant,181,8,20.0,230,3,20.0,Normal,Rising Pune Supergiant,7 wickets,David Warner,AB de Villiers,122,Hardik Pandya,2,22,12,32,69,Deccan Chargers,Field,75732
427,2019,2019-04-25,Sawai Mansingh,Sunrisers Hyderabad,Lucknow Super Giants,148,9,20.0,206,8,20.0,Normal,Lucknow Super Giants,2 wickets,Chris Gayle,MS Dhoni,45,Shreyas Iyer,4,22,13,63,49,Sunrisers Hyderabad,Field,15758
428,2014,2014-04-16,Rajiv Gandhi,Kochi Tuskers Kerala,Gujarat Titans,226,9,20.0,283,10,20.0,Normal,Gujarat Titans,0 wickets,Hardik Pandya,Shreyas Iyer,149,Virat Kohli,2,34,11,68,80,Kochi Tuskers Kerala,Field,66840
429,2017,2017-05-04,Rajiv Gandhi,Punjab Kings,Pune Warriors India,101,8,20.0,152,2,20.0,Normal,Pune Warriors India,8 wickets,Rashid Khan,Shubman Gill,45,Andre Russell,4,28,24,69,59,Pune Warriors India,Field,46302
430,2010,2010-03-08,Arun Jaitley,Kochi Tuskers Kerala,Deccan Chargers,166,5,20.0,188,5,20.0,Normal,Deccan Chargers,5 wickets,Pat Cummins,Faf du Plessis,148,Jasprit Bumrah,6,30,11,74,80,Kochi Tuskers Kerala,Bat,20955
431,2017,2017-04-05,Arun Jaitley,Gujarat Titans,Deccan Chargers,167,6,20.0,225,7,20.0,Normal,Deccan Chargers,3 wickets,KL Rahul,Rashid Khan,79,KL Rahul,3,21,19,38,86,Deccan Chargers,Bat,28494
432,2010,2010-04-01,Ekana,Sunrisers Hyderabad,Royal Challengers Bangalore,104,8,20.0,106,3,20.0,Normal,Royal Challengers Bangalore,7 wickets,AB de Villiers,Jos Buttler,41,Rinku Singh,5,16,15,30,80,Royal Challengers Bangalore,Bat,42631
433,2018,2018-03-08,Arun Jaitley,Pune Warriors India,Sunrisers Hyderabad,240,10,20.0,210,10,20.0,Normal,Pune Warriors India,30 runs,Suryakumar Yadav,Pat Cummins,88,MS Dhoni,4,15,7,45,52,Sunrisers Hyderabad,Field,22325
434,2008,2008-04-29,Narendra Modi,Lucknow Super Giants,Chennai Super Kings,114,2,20.0,159,7,20.0,Normal,Chennai Super Kings,3 wickets,Shubman Gill,Jos Buttler,110,Jasprit Bumrah,3,16,22,37,42,Lucknow Super Giants,Field,34966
435,2025,2025-04-22,Arun Jaitley,Rising Pune Supergiant,Royal Challengers Bangalore,214,4,20.0,223,6,20.0,Normal,Royal Challengers Bangalore,4 wickets,Rinku Singh,Jasprit Bumrah,97,Jos Buttler,6,20,21,51,47,Royal Challengers Bangalore,Field,72552
436,2008,2008-04-13,Ekana,Rising Pune Supergiant,Lucknow Super Giants,120,7,20.0,65,5,20.0,Normal,Rising Pune Supergiant,55 runs,Sanju Samson,Jos Buttler,119,Shubman Gill,3,28,17,68,75,Rising Pune Supergiant,Field,74465
437,2014,2014-03-12,Sawai Mansingh,Kochi Tuskers Kerala,Mumbai Indians,223,10,20.0,238,5,20.0,Normal,Mumbai Indians,5 wickets,Faf du Plessis,Pat Cummins,111,Hardik Pandya,6,28,5,75,82,Mumbai Indians,Bat,25364
438,2017,2017-03-04,Chepauk,Gujarat Titans,Lucknow Super Giants,135,8,20.0,115,8,20.0,Normal,Gujarat Titans,20 runs,MS Dhoni,Sanju Samson,107,Rinku Singh,4,36,12,45,50,Gujarat Titans,Bat,53592
439,2010,2010-05-17,Eden Gardens,Lucknow Super Giants,Sunrisers Hyderabad,172,9,20.0,206,6,20.0,Normal,Sunrisers Hyderabad,4 wickets,Andre Russell,Faf du Plessis,73,KL Rahul,6,33,10,76,60,Lucknow Super Giants,Bat,76932
440,2011,2011-05-24,Wankhede Stadium,Rajasthan Royals,Kolkata Knight Riders,119,7,20.0,146,8,20.0,Normal,Kolkata Knight Riders,2 wickets,AB de Villiers,Virat Kohli,94,Jos Buttler,3,27,5,67,85,Rajasthan Royals,Field,57434
441,2014,2014-04-29,Ekana,Punjab Kings,Royal Challengers Bangalore,149,7,20.0,123,8,20.0,Normal,Punjab Kings,26 runs,KL Rahul,Sanju Samson,120,Rohit Sharma,4,36,24,60,48,Punjab Kings,Bat,71036
442,2013,2013-05-25,Eden Gardens,Deccan Chargers,Kochi Tuskers Kerala,166,9,20.0,183,8,20.0,Normal,Kochi Tuskers Kerala,2 wickets,Rashid Khan,Andre Russell,62,Pat Cummins,5,35,15,44,99,Deccan Chargers,Field,56387
443,2021,2021-04-20,Chinnaswamy,Sunrisers Hyderabad,Pune Warriors India,138,6,20.0,131,6,20.0,Normal,Sunrisers Hyderabad,7 runs,Jasprit Bumrah,Faf du Plessis,128,Jos Buttler,5,35,20,61,55,Pune Warriors India,Bat,36235
444,2009,2009-04-06,Chinnaswamy,Mumbai Indians,Rising Pune Supergiant,210,5,20.0,162,4,20.0,Normal,Mumbai Indians,48 runs,Shreyas Iyer,Shreyas Iyer,30,R Ashwin,5,40,22,70,72,Rising Pune Supergiant,Field,70114
445,2018,2018-04-03,Rajiv Gandhi,Mumbai Indians,Sunrisers Hyderabad,160,2,20.0,136,2,20.0,Normal,Mumbai Indians,24 runs,Sanju Samson,Shubman Gill,71,Shreyas Iyer,6,22,16,63,44,Mumbai Indians,Field,20638
446,2016,2016-03-11,DY Patil,Mumbai Indians,Delhi Capitals,144,8,20.0,181,10,20.0,Normal,Delhi Capitals,0 wickets,KL Rahul,Shubman Gill,90,Andre Russell,5,19,25,78,63,Mumbai Indians,Bat,39014
447,2010,2010-04-10,Arun Jaitley,Kolkata Knight Riders,Kochi Tuskers Kerala,232,9,20.0,176,4,20.0,Normal,Kolkata Knight Riders,56 runs,Pat Cummins,Jasprit Bumrah,149,Rinku Singh,4,35,5,58,75,Kolkata Knight Riders,Field,60807
448,2019,2019-04-23,Sawai Mansingh,Chennai Super Kings,Delhi Capitals,168,10,20.0,149,9,20.0,Normal,Chennai Super Kings,19 runs,Suryakumar Yadav,David Warner,69,KL Rahul,6,29,15,72,96,Chennai Super Kings,Field,42706
449,2023,2023-04-23,Ekana,Gujarat Titans,Rajasthan Royals,233,8,20.0,199,8,20.0,Normal,Gujarat Titans,34 runs,MS Dhoni,Chris Gayle,64,Rashid Khan,4,34,6,57,73,Gujarat Titans,Field,55888
450,2010,2010-03-13,Chepauk,Chennai Super Kings,Rising Pune Supergiant,128,6,20.0,144,9,20.0,Normal,Rising Pune Supergiant,1 wickets,Sanju Samson,MS Dhoni,40,Suryakumar Yadav,6,39,19,78,93,Chennai Super Kings,Field,46776
451,2024,2024-05-21,Wankhede Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,168,5,20.0,117,6,20.0,Normal,Royal Challengers Bangalore,51 runs,Jos Buttler,Faf du Plessis,60,Rashid Khan,4,40,10,66,52,Sunrisers Hyderabad,Field,32865
452,2025,2025-04-14,Chepauk,Kochi Tuskers Kerala,Royal Challengers Bangalore,112,7,20.0,112,4,20.0,Normal,Royal Challengers Bangalore,Super Over,MS Dhoni,Sanju Samson,45,Andre Russell,6,34,17,36,72,Kochi Tuskers Kerala,Field,65365
453,2020,2020-04-28,Chepauk,Sunrisers Hyderabad,Lucknow Super Giants,224,7,20.0,194,5,20.0,Normal,Sunrisers Hyderabad,30 runs,Pat Cummins,Suryakumar Yadav,127,Pat Cummins,2,36,21,57,52,Sunrisers Hyderabad,Field,51612
454,2012,2012-05-29,Ekana,Rising Pune Supergiant,Gujarat Titans,145,6,20.0,175,6,20.0,Normal,Gujarat Titans,4 wickets,MS Dhoni,Pat Cummins,145,R Ashwin,4,22,19,39,54,Gujarat Titans,Field,20737
455,2015,2015-04-07,Chinnaswamy,Gujarat Titans,Deccan Chargers,234,4,20.0,249,6,20.0,Normal,Deccan Chargers,4 wickets,R Ashwin,MS Dhoni,103,R Ashwin,6,33,18,33,73,Deccan Chargers,Field,21305
456,2024,2024-05-29,Wankhede Stadium,Kochi Tuskers Kerala,Pune Warriors India,214,6,20.0,190,7,20.0,Normal,Kochi Tuskers Kerala,24 runs,Faf du Plessis,Pat Cummins,104,Shubman Gill,3,24,15,65,67,Pune Warriors India,Field,38758
457,2024,2024-03-26,Rajiv Gandhi,Mumbai Indians,Delhi Capitals,129,2,20.0,115,6,20.0,Normal,Mumbai Indians,14 runs,Rashid Khan,Virat Kohli,94,Rohit Sharma,5,38,17,72,46,Mumbai Indians,Bat,79541
458,2012,2012-03-07,Narendra Modi,Rajasthan Royals,Pune Warriors India,142,2,20.0,109,9,20.0,Normal,Rajasthan Royals,33 runs,Hardik Pandya,Andre Russell,149,Sanju Samson,5,40,21,49,58,Pune Warriors India,Field,23271
459,2025,2025-03-10,Wankhede Stadium,Rajasthan Royals,Royal Challengers Bangalore,230,3,20.0,251,3,20.0,Normal,Royal Challengers Bangalore,7 wickets,KL Rahul,Rohit Sharma,86,R Ashwin,6,28,5,50,70,Rajasthan Royals,Field,37085
460,2015,2015-03-11,Chepauk,Punjab Kings,Lucknow Super Giants,172,10,20.0,208,3,20.0,Normal,Lucknow Super Giants,7 wickets,Jos Buttler,AB de Villiers,133,R Ashwin,3,33,17,60,54,Lucknow Super Giants,Bat,35305
461,2020,2020-04-30,Sawai Mansingh,Rajasthan Royals,Kolkata Knight Riders,178,2,20.0,156,3,20.0,Normal,Rajasthan Royals,22 runs,Hardik Pandya,David Warner,58,Rohit Sharma,2,25,19,53,84,Kolkata Knight Riders,Bat,45890
462,2012,2012-04-30,Wankhede Stadium,Pune Warriors India,Lucknow Super Giants,221,10,20.0,239,8,20.0,Normal,Lucknow Super Giants,2 wickets,Andre Russell,Rinku Singh,110,Rohit Sharma,6,35,5,30,96,Lucknow Super Giants,Field,18826
463,2017,2017-03-14,Chinnaswamy,Rajasthan Royals,Sunrisers Hyderabad,176,8,20.0,210,5,20.0,Normal,Sunrisers Hyderabad,5 wickets,Shreyas Iyer,MS Dhoni,50,R Ashwin,5,18,20,52,46,Rajasthan Royals,Field,70175
464,2013,2013-04-27,Eden Gardens,Sunrisers Hyderabad,Rajasthan Royals,200,10,20.0,148,8,20.0,Normal,Sunrisers Hyderabad,52 runs,R Ashwin,AB de Villiers,138,Sanju Samson,4,32,7,76,89,Sunrisers Hyderabad,Field,65657
465,2016,2016-03-09,Rajiv Gandhi,Deccan Chargers,Sunrisers Hyderabad,178,10,20.0,169,5,20.0,Normal,Deccan Chargers,9 runs,Chris Gayle,Shubman Gill,83,Shreyas Iyer,4,19,10,53,42,Deccan Chargers,Field,34977
466,2025,2025-05-26,PCA,Punjab Kings,Kolkata Knight Riders,218,4,20.0,264,6,20.0,Normal,Kolkata Knight Riders,4 wickets,Rinku Singh,Pat Cummins,100,Hardik Pandya,4,16,19,61,75,Kolkata Knight Riders,Bat,24201
467,2024,2024-03-30,Rajiv Gandhi,Deccan Chargers,Lucknow Super Giants,169,5,20.0,211,4,20.0,Normal,Lucknow Super Giants,6 wickets,Faf du Plessis,Chris Gayle,150,Pat Cummins,5,25,15,54,61,Deccan Chargers,Field,58943
468,2019,2019-03-06,Ekana,Rising Pune Supergiant,Chennai Super Kings,214,8,20.0,179,5,20.0,Normal,Rising Pune Supergiant,35 runs,Rohit Sharma,Rohit Sharma,80,Faf du Plessis,6,31,17,56,47,Rising Pune Supergiant,Field,65571
469,2014,2014-05-15,Eden Gardens,Punjab Kings,Delhi Capitals,148,4,20.0,187,7,20.0,Normal,Delhi Capitals,3 wickets,Pat Cummins,R Ashwin,108,Rashid Khan,5,39,9,66,60,Delhi Capitals,Field,32460
470,2015,2015-03-18,Rajiv Gandhi,Rajasthan Royals,Sunrisers Hyderabad,249,5,20.0,242,6,20.0,Normal,Rajasthan Royals,7 runs,Pat Cummins,Shreyas Iyer,41,KL Rahul,6,15,23,57,53,Rajasthan Royals,Field,16657
471,2011,2011-05-13,PCA,Lucknow Super Giants,Chennai Super Kings,203,8,20.0,163,10,20.0,Normal,Lucknow Super Giants,40 runs,Shreyas Iyer,Jasprit Bumrah,148,Shubman Gill,4,15,17,78,71,Lucknow Super Giants,Bat,25496
472,2009,2009-05-19,Chepauk,Deccan Chargers,Kochi Tuskers Kerala,177,7,20.0,132,3,20.0,Normal,Deccan Chargers,45 runs,Sanju Samson,Pat Cummins,48,Virat Kohli,6,22,25,77,79,Kochi Tuskers Kerala,Bat,48644
473,2022,2022-04-11,PCA,Deccan Chargers,Punjab Kings,192,4,20.0,195,2,20.0,Normal,Punjab Kings,8 wickets,Virat Kohli,Rashid Khan,67,Rinku Singh,4,22,22,59,93,Punjab Kings,Bat,73804
474,2022,2022-04-30,Rajiv Gandhi,Royal Challengers Bangalore,Sunrisers Hyderabad,167,10,20.0,182,9,20.0,Normal,Sunrisers Hyderabad,1 wickets,R Ashwin,Shubman Gill,111,AB de Villiers,6,37,23,78,70,Royal Challengers Bangalore,Field,71808
475,2012,2012-04-08,Arun Jaitley,Delhi Capitals,Pune Warriors India,173,2,20.0,215,9,20.0,Normal,Pune Warriors India,1 wickets,AB de Villiers,Rohit Sharma,92,Rinku Singh,6,29,20,67,41,Pune Warriors India,Field,51882
476,2008,2008-04-09,Arun Jaitley,Lucknow Super Giants,Rajasthan Royals,253,6,20.0,302,10,20.0,Normal,Rajasthan Royals,0 wickets,R Ashwin,AB de Villiers,85,David Warner,2,36,21,55,81,Rajasthan Royals,Bat,62862
477,2019,2019-05-10,Ekana,Punjab Kings,Kochi Tuskers Kerala,171,7,20.0,154,10,20.0,Normal,Punjab Kings,17 runs,Rashid Khan,Jasprit Bumrah,100,Jos Buttler,4,24,17,40,65,Kochi Tuskers Kerala,Field,19604
478,2024,2024-03-21,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,112,7,20.0,104,2,20.0,Normal,Kolkata Knight Riders,8 runs,David Warner,Virat Kohli,128,Rinku Singh,5,29,15,36,56,Kolkata Knight Riders,Field,32677
479,2014,2014-04-06,Ekana,Rising Pune Supergiant,Kolkata Knight Riders,217,9,20.0,253,7,20.0,Normal,Kolkata Knight Riders,3 wickets,AB de Villiers,David Warner,125,David Warner,6,34,7,47,80,Rising Pune Supergiant,Bat,46474
480,2020,2020-04-05,Wankhede Stadium,Gujarat Titans,Mumbai Indians,110,3,20.0,142,4,20.0,Normal,Mumbai Indians,6 wickets,Andre Russell,Suryakumar Yadav,150,Jasprit Bumrah,4,26,12,66,51,Gujarat Titans,Field,66348
481,2025,2025-04-04,Narendra Modi,Delhi Capitals,Royal Challengers Bangalore,136,5,20.0,105,7,20.0,Normal,Delhi Capitals,31 runs,Chris Gayle,Jos Buttler,124,AB de Villiers,5,25,23,75,85,Royal Challengers Bangalore,Field,18995
482,2023,2023-05-29,Eden Gardens,Sunrisers Hyderabad,Gujarat Titans,175,9,20.0,117,9,20.0,Normal,Sunrisers Hyderabad,58 runs,Jasprit Bumrah,Chris Gayle,44,Jasprit Bumrah,2,27,14,33,51,Sunrisers Hyderabad,Field,53178
483,2012,2012-04-05,Chepauk,Chennai Super Kings,Royal Challengers Bangalore,222,5,20.0,280,7,20.0,Normal,Royal Challengers Bangalore,3 wickets,Shreyas Iyer,Suryakumar Yadav,30,Shubman Gill,4,33,10,36,53,Royal Challengers Bangalore,Field,40362
484,2023,2023-05-06,Wankhede Stadium,Delhi Capitals,Deccan Chargers,218,6,20.0,221,10,20.0,Normal,Deccan Chargers,0 wickets,Rinku Singh,Rashid Khan,93,AB de Villiers,2,36,19,43,41,Deccan Chargers,Field,36655
485,2012,2012-04-21,Chinnaswamy,Kochi Tuskers Kerala,Rising Pune Supergiant,245,5,20.0,246,7,20.0,Normal,Rising Pune Supergiant,3 wickets,Shreyas Iyer,AB de Villiers,126,Sanju Samson,6,37,15,65,89,Kochi Tuskers Kerala,Field,24315
486,2016,2016-05-10,Sawai Mansingh,Lucknow Super Giants,Chennai Super Kings,240,4,20.0,250,10,20.0,Normal,Chennai Super Kings,0 wickets,Jasprit Bumrah,Pat Cummins,137,MS Dhoni,2,28,21,63,45,Lucknow Super Giants,Bat,24924
487,2021,2021-05-04,Chinnaswamy,Punjab Kings,Delhi Capitals,116,9,20.0,104,10,20.0,Normal,Punjab Kings,12 runs,David Warner,Andre Russell,31,Virat Kohli,6,29,16,61,56,Delhi Capitals,Bat,63822
488,2015,2015-05-24,Chepauk,Kochi Tuskers Kerala,Deccan Chargers,192,4,20.0,147,2,20.0,Normal,Kochi Tuskers Kerala,45 runs,Faf du Plessis,Rinku Singh,121,Shreyas Iyer,6,34,10,44,88,Deccan Chargers,Bat,75493
489,2014,2014-03-11,DY Patil,Punjab Kings,Sunrisers Hyderabad,170,9,20.0,206,4,20.0,Normal,Sunrisers Hyderabad,6 wickets,Suryakumar Yadav,Rinku Singh,51,AB de Villiers,6,23,23,76,84,Punjab Kings,Field,60547
490,2013,2013-05-01,Sawai Mansingh,Gujarat Titans,Mumbai Indians,147,5,20.0,187,3,20.0,Normal,Mumbai Indians,7 wickets,R Ashwin,Rashid Khan,70,Shreyas Iyer,6,22,14,70,54,Gujarat Titans,Bat,39465
491,2012,2012-05-22,Wankhede Stadium,Rising Pune Supergiant,Gujarat Titans,149,3,20.0,169,3,20.0,Normal,Gujarat Titans,7 wickets,Hardik Pandya,Rohit Sharma,108,R Ashwin,6,23,25,46,42,Rising Pune Supergiant,Field,62036
492,2023,2023-04-27,Chinnaswamy,Delhi Capitals,Kochi Tuskers Kerala,194,2,20.0,250,3,20.0,Normal,Kochi Tuskers Kerala,7 wickets,Jos Buttler,KL Rahul,144,Rohit Sharma,4,30,7,58,91,Kochi Tuskers Kerala,Field,61990
493,2012,2012-04-12,Sawai Mansingh,Chennai Super Kings,Mumbai Indians,150,10,20.0,152,5,20.0,Normal,Mumbai Indians,5 wickets,AB de Villiers,Jasprit Bumrah,112,MS Dhoni,4,18,21,42,79,Chennai Super Kings,Field,27803
494,2021,2021-05-20,Eden Gardens,Gujarat Titans,Delhi Capitals,225,10,20.0,175,3,20.0,Normal,Gujarat Titans,50 runs,Pat Cummins,Sanju Samson,98,Shubman Gill,4,19,7,41,60,Delhi Capitals,Field,71150
495,2019,2019-03-17,PCA,Kolkata Knight Riders,Sunrisers Hyderabad,123,10,20.0,144,8,20.0,Normal,Sunrisers Hyderabad,2 wickets,Suryakumar Yadav,Rashid Khan,86,David Warner,2,18,23,76,95,Sunrisers Hyderabad,Field,18164
496,2010,2010-04-05,Chepauk,Mumbai Indians,Kochi Tuskers Kerala,168,6,20.0,124,3,20.0,Normal,Mumbai Indians,44 runs,Rinku Singh,Hardik Pandya,97,Chris Gayle,2,32,8,42,67,Kochi Tuskers Kerala,Field,31632
497,2021,2021-03-08,PCA,Gujarat Titans,Pune Warriors India,121,9,20.0,107,4,20.0,Normal,Gujarat Titans,14 runs,Suryakumar Yadav,R Ashwin,78,Chris Gayle,4,30,25,62,74,Pune Warriors India,Bat,66819
498,2020,2020-04-12,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,119,5,20.0,61,3,20.0,Normal,Sunrisers Hyderabad,58 runs,Sanju Samson,Rinku Singh,111,Shreyas Iyer,4,22,16,79,92,Kolkata Knight Riders,Field,41386
499,2012,2012-05-07,PCA,Gujarat Titans,Royal Challengers Bangalore,138,6,20.0,159,10,20.0,Normal,Royal Challengers Bangalore,0 wickets,MS Dhoni,Faf du Plessis,90,Rinku Singh,4,29,5,46,99,Royal Challengers Bangalore,Field,25287
500,2008,2008-03-27,Chinnaswamy,Punjab Kings,Deccan Chargers,119,10,20.0,143,6,20.0,Normal,Deccan Chargers,4 wickets,Hardik Pandya,Rohit Sharma,114,Shreyas Iyer,6,21,5,68,71,Deccan Chargers,Bat,49683
501,2017,2017-03-13,Wankhede Stadium,Lucknow Super Giants,Royal Challengers Bangalore,108,10,20.0,135,9,20.0,Normal,Royal Challengers Bangalore,1 wickets,Rashid Khan,Rashid Khan,60,David Warner,6,36,6,39,53,Royal Challengers Bangalore,Field,20296
502,2012,2012-05-27,Ekana,Rising Pune Supergiant,Mumbai Indians,250,10,20.0,215,4,20.0,Normal,Rising Pune Supergiant,35 runs,Jasprit Bumrah,Shreyas Iyer,47,Suryakumar Yadav,5,30,15,38,70,Rising Pune Supergiant,Bat,64145
503,2021,2021-04-16,Ekana,Royal Challengers Bangalore,Pune Warriors India,174,4,20.0,132,7,20.0,Normal,Royal Challengers Bangalore,42 runs,Suryakumar Yadav,MS Dhoni,45,Sanju Samson,3,27,7,61,65,Royal Challengers Bangalore,Bat,65041
504,2011,2011-03-08,Eden Gardens,Chennai Super Kings,Punjab Kings,249,8,20.0,217,2,20.0,Normal,Chennai Super Kings,32 runs,Rashid Khan,David Warner,66,Rinku Singh,5,25,21,31,50,Chennai Super Kings,Field,74123
505,2015,2015-04-28,Wankhede Stadium,Gujarat Titans,Delhi Capitals,191,5,20.0,202,2,20.0,Normal,Delhi Capitals,8 wickets,Faf du Plessis,Virat Kohli,107,Virat Kohli,4,31,5,58,99,Gujarat Titans,Bat,65216
506,2014,2014-03-18,PCA,Rajasthan Royals,Pune Warriors India,117,2,20.0,109,8,20.0,Normal,Rajasthan Royals,8 runs,Jasprit Bumrah,Jasprit Bumrah,86,Virat Kohli,3,39,14,78,76,Rajasthan Royals,Field,33026
507,2015,2015-04-04,Eden Gardens,Rising Pune Supergiant,Pune Warriors India,110,3,20.0,138,10,20.0,Normal,Pune Warriors India,0 wickets,Pat Cummins,R Ashwin,87,Andre Russell,4,20,15,66,55,Rising Pune Supergiant,Field,50324
508,2023,2023-04-29,Chepauk,Lucknow Super Giants,Chennai Super Kings,248,5,20.0,197,5,20.0,Normal,Lucknow Super Giants,51 runs,Sanju Samson,Rinku Singh,36,Jasprit Bumrah,2,33,9,34,40,Chennai Super Kings,Bat,29235
509,2025,2025-03-08,Sawai Mansingh,Kochi Tuskers Kerala,Kolkata Knight Riders,211,2,20.0,164,8,20.0,Normal,Kochi Tuskers Kerala,47 runs,Rohit Sharma,KL Rahul,68,KL Rahul,4,35,14,31,92,Kolkata Knight Riders,Bat,42140
510,2017,2017-03-22,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,106,10,20.0,150,2,20.0,Normal,Chennai Super Kings,8 wickets,Jos Buttler,Rashid Khan,139,MS Dhoni,2,21,25,61,45,Chennai Super Kings,Bat,59787
511,2019,2019-03-15,Chinnaswamy,Punjab Kings,Gujarat Titans,157,5,20.0,106,8,20.0,Normal,Punjab Kings,51 runs,AB de Villiers,Pat Cummins,101,KL Rahul,5,28,10,79,71,Punjab Kings,Bat,54358
512,2011,2011-03-18,Sawai Mansingh,Mumbai Indians,Pune Warriors India,185,3,20.0,230,3,20.0,Normal,Pune Warriors India,7 wickets,Sanju Samson,MS Dhoni,39,KL Rahul,5,16,7,58,90,Pune Warriors India,Field,67361
513,2013,2013-04-06,PCA,Sunrisers Hyderabad,Chennai Super Kings,126,7,20.0,96,10,20.0,Normal,Sunrisers Hyderabad,30 runs,Shubman Gill,R Ashwin,135,Rashid Khan,6,40,23,61,49,Sunrisers Hyderabad,Bat,60041
514,2012,2012-05-19,Chinnaswamy,Rising Pune Supergiant,Lucknow Super Giants,234,6,20.0,179,7,20.0,Normal,Rising Pune Supergiant,55 runs,Shreyas Iyer,Hardik Pandya,43,R Ashwin,2,40,9,78,93,Rising Pune Supergiant,Field,75028
515,2010,2010-03-04,Sawai Mansingh,Lucknow Super Giants,Sunrisers Hyderabad,104,7,20.0,123,5,20.0,Normal,Sunrisers Hyderabad,5 wickets,Sanju Samson,R Ashwin,73,Hardik Pandya,5,36,11,39,80,Lucknow Super Giants,Bat,34091
516,2012,2012-04-08,Wankhede Stadium,Kolkata Knight Riders,Deccan Chargers,187,3,20.0,168,7,20.0,Normal,Kolkata Knight Riders,19 runs,Shubman Gill,Jos Buttler,141,Rinku Singh,3,26,7,40,68,Kolkata Knight Riders,Bat,68248
517,2009,2009-05-26,Wankhede Stadium,Rajasthan Royals,Punjab Kings,198,5,20.0,215,3,20.0,Normal,Punjab Kings,7 wickets,Sanju Samson,Sanju Samson,45,Shreyas Iyer,5,36,8,56,84,Punjab Kings,Bat,47303
518,2020,2020-03-03,Narendra Modi,Deccan Chargers,Pune Warriors India,208,3,20.0,237,7,20.0,Normal,Pune Warriors India,3 wickets,Virat Kohli,AB de Villiers,30,Andre Russell,6,24,6,70,66,Deccan Chargers,Field,77487
519,2010,2010-05-12,Eden Gardens,Punjab Kings,Deccan Chargers,207,10,20.0,203,8,20.0,Normal,Punjab Kings,4 runs,Rohit Sharma,Faf du Plessis,94,Shubman Gill,6,36,14,75,100,Punjab Kings,Field,75556
520,2009,2009-05-17,Chinnaswamy,Sunrisers Hyderabad,Kochi Tuskers Kerala,200,7,20.0,173,6,20.0,Normal,Sunrisers Hyderabad,27 runs,R Ashwin,Jasprit Bumrah,99,MS Dhoni,6,29,18,71,87,Sunrisers Hyderabad,Field,69917
521,2014,2014-04-27,PCA,Chennai Super Kings,Royal Challengers Bangalore,211,7,20.0,178,7,20.0,Normal,Chennai Super Kings,33 runs,Andre Russell,Rashid Khan,94,Jos Buttler,3,40,19,69,92,Royal Challengers Bangalore,Field,79469
522,2017,2017-05-24,Sawai Mansingh,Lucknow Super Giants,Kochi Tuskers Kerala,170,6,20.0,200,9,20.0,Normal,Kochi Tuskers Kerala,1 wickets,AB de Villiers,Faf du Plessis,107,AB de Villiers,3,16,22,32,100,Kochi Tuskers Kerala,Field,73217
523,2015,2015-03-18,Rajiv Gandhi,Rajasthan Royals,Rising Pune Supergiant,246,8,20.0,199,4,20.0,Normal,Rajasthan Royals,47 runs,Pat Cummins,MS Dhoni,96,Virat Kohli,2,36,15,79,42,Rising Pune Supergiant,Field,61696
524,2020,2020-04-13,Rajiv Gandhi,Rising Pune Supergiant,Chennai Super Kings,131,10,20.0,126,4,20.0,Normal,Rising Pune Supergiant,5 runs,Rashid Khan,Andre Russell,68,David Warner,2,35,9,57,50,Rising Pune Supergiant,Bat,17529
