trip_id,pickup_datetime,dropoff_datetime,pickup_borough,pickup_zone,dropoff_borough,dropoff_zone,passenger_count,trip_distance_miles,fare_amount,tip_amount,tolls_amount,total_amount,payment_type,rate_code,vendor_id,surge_multiplier,trip_duration_min,speed_mph
582,2025-05-18 19:55:32,2025-05-18 22:48:32,Brooklyn,Brooklyn Heights,Bronx,Fordham,4,24.85,49.49,8.34,0,57.83,Business Card,3,VEND001,1.0,173,8.6
583,2024-06-07 08:35:05,2024-06-07 09:20:05,Brooklyn,DUMBO,Staten Island,Great Kills,3,13.74,34.01,4.39,0,38.4,Venmo,5,VEND002,1.0,45,18.3
584,2025-05-16 17:41:24,2025-05-16 17:46:24,Bronx,Riverdale,Bronx,Mott Haven,1,1.24,5.85,1.37,0,7.22,Apple Pay,4,VEND003,1.8,5,14.9
585,2024-08-03 07:52:50,2024-08-03 08:34:50,Bronx,Mott Haven,Brooklyn,Bedford-Stuyvesant,4,15.27,39.17,5.92,0,45.09,Apple Pay,1,VEND001,1.0,42,21.8
586,2024-03-22 20:21:22,2024-03-22 20:48:22,Manhattan,Chelsea,Staten Island,Great Kills,1,4.3,10.86,0.62,0,11.48,Venmo,3,VEND002,1.0,27,9.6
587,2024-10-09 21:46:20,2024-10-09 22:57:20,Staten Island,Tompkinsville,Manhattan,Greenwich Village,5,15.63,40.47,6.56,0,47.03,Cash,2,VEND003,1.0,71,13.2
588,2025-04-02 22:17:03,2025-04-02 23:35:03,Staten Island,Great Kills,Staten Island,Great Kills,6,12.29,28.08,2.24,0,30.32,Business Card,4,VEND001,1.0,78,9.5
589,2024-01-14 12:14:52,2024-01-14 12:52:52,Queens,Astoria,Queens,Long Island City,5,12.95,23.54,2.89,0,26.43,Credit Card,4,VEND002,1.4,38,20.4
590,2025-05-20 18:40:59,2025-05-20 20:28:59,Queens,Sunnyside,Manhattan,Chelsea,4,21.86,66.0,5.6,0,71.6,Venmo,5,VEND003,2.5,108,12.1
591,2025-03-06 13:12:34,2025-03-06 15:27:34,Staten Island,Great Kills,Queens,Astoria,2,23.87,51.88,2.88,0,54.76,Google Pay,2,VEND001,1.4,135,10.6
592,2024-08-19 06:37:16,2024-08-19 06:49:16,Staten Island,Port Richmond,Queens,Astoria,5,1.46,5.79,0.97,0,6.76,Business Card,1,VEND002,2.6,12,7.3
593,2025-02-08 01:30:21,2025-02-08 01:40:21,Bronx,Mott Haven,Manhattan,Chelsea,2,2.32,7.37,1.59,0,8.96,Cash,2,VEND003,1.0,10,13.9
594,2024-07-22 23:46:02,2024-07-22 23:58:02,Queens,Sunnyside,Manhattan,SoHo,1,2.69,10.34,1.94,0,12.28,Venmo,4,VEND001,1.0,12,13.4
595,2024-11-28 20:08:09,2024-11-28 20:49:09,Queens,Astoria,Brooklyn,Bedford-Stuyvesant,1,10.16,20.22,2.12,0,22.34,Business Card,5,VEND002,1.0,41,14.9
596,2024-04-24 20:40:31,2024-04-24 23:26:31,Staten Island,Great Kills,Staten Island,Tompkinsville,1,25.49,57.8,3.64,0.32,61.76,Google Pay,5,VEND003,1.0,166,9.2
597,2024-08-07 17:55:09,2024-08-07 20:32:09,Manhattan,SoHo,Queens,Woodside,4,25.09,46.18,10.43,0,56.61,Business Card,2,VEND001,1.0,157,9.6
598,2024-11-07 12:12:18,2024-11-07 13:38:18,Brooklyn,Williamsburg,Queens,Flushing,6,19.2,46.61,10.22,0,56.83,Business Card,4,VEND002,1.0,86,13.4
599,2025-05-02 14:26:50,2025-05-02 15:27:50,Staten Island,Great Kills,Bronx,Pelham Bay,4,21.22,38.46,2.8,0,41.26,Business Card,5,VEND003,1.0,61,20.9
600,2024-03-03 05:51:06,2024-03-03 05:57:06,Staten Island,Tompkinsville,Brooklyn,Williamsburg,2,2.78,7.9,1.08,0,8.98,Apple Pay,3,VEND001,1.0,6,27.8
601,2024-03-16 09:14:16,2024-03-16 09:50:16,Staten Island,Port Richmond,Manhattan,Chelsea,1,10.05,27.53,2.5,0,30.03,Google Pay,3,VEND002,1.0,36,16.8
602,2024-06-16 06:19:31,2024-06-16 08:08:31,Staten Island,St. George,Manhattan,Greenwich Village,4,25.39,67.35,9.83,0,77.18,Credit Card,4,VEND003,1.0,109,14.0
603,2024-01-26 02:40:08,2024-01-26 04:25:08,Bronx,Riverdale,Queens,Astoria,4,15.39,32.71,2.94,0,35.65,Google Pay,3,VEND001,2.5,105,8.8
604,2024-09-26 04:22:27,2024-09-26 05:16:27,Manhattan,Greenwich Village,Queens,Flushing,6,8.79,28.09,5.39,0,33.48,Credit Card,5,VEND002,1.0,54,9.8
605,2024-05-10 10:04:01,2024-05-10 11:10:01,Staten Island,Great Kills,Queens,Jamaica,4,22.62,58.78,6.84,0,65.62,Google Pay,5,VEND003,1.0,66,20.6
606,2025-01-11 06:44:28,2025-01-11 10:18:28,Brooklyn,Bedford-Stuyvesant,Bronx,Mott Haven,4,27.35,66.1,16.52,0,82.62,Credit Card,3,VEND001,1.0,214,7.7
607,2024-02-04 17:36:24,2024-02-04 18:09:24,Bronx,Pelham Bay,Staten Island,St. George,6,6.03,18.48,3.09,8.76,30.33,Business Card,4,VEND002,1.0,33,11.0
608,2024-07-30 14:31:25,2024-07-30 16:24:25,Staten Island,Great Kills,Queens,Astoria,4,24.61,73.02,15.87,0,88.89,Credit Card,5,VEND003,1.0,113,13.1
609,2024-04-27 01:35:27,2024-04-27 01:42:27,Brooklyn,Bedford-Stuyvesant,Manhattan,Greenwich Village,5,2.24,7.49,0.47,0,7.96,Venmo,4,VEND001,1.0,7,19.2
610,2025-01-10 16:25:39,2025-01-10 17:59:39,Brooklyn,Bushwick,Brooklyn,Park Slope,1,16.72,50.72,10.18,0,60.9,Venmo,5,VEND002,1.0,94,10.7
611,2025-06-16 16:04:30,2025-06-16 17:17:30,Queens,Long Island City,Staten Island,Port Richmond,5,9.83,31.19,6.54,0,37.73,Venmo,1,VEND003,1.0,73,8.1
612,2024-11-28 21:17:29,2024-11-28 21:23:29,Queens,Jamaica,Staten Island,Tompkinsville,1,2.04,7.28,1.7,0,8.98,Credit Card,1,VEND001,1.0,6,20.4
613,2025-01-25 07:58:22,2025-01-25 09:46:22,Bronx,Mott Haven,Bronx,Mott Haven,4,27.78,80.13,10.08,7.38,97.59,Apple Pay,2,VEND002,1.0,108,15.4
614,2024-12-06 21:17:26,2024-12-06 22:40:26,Manhattan,Upper West Side,Queens,Jamaica,4,19.91,59.86,5.88,7.88,73.62,Credit Card,4,VEND003,1.0,83,14.4
615,2025-06-27 13:26:25,2025-06-27 17:03:25,Staten Island,Port Richmond,Manhattan,Upper West Side,1,29.19,71.3,13.99,0,85.29,Credit Card,4,VEND001,2.0,217,8.1
616,2024-07-15 02:45:01,2024-07-15 03:03:01,Manhattan,Greenwich Village,Queens,Long Island City,6,7.87,19.04,1.15,0,20.19,Cash,5,VEND002,1.0,18,26.2
617,2024-08-30 11:36:41,2024-08-30 13:37:41,Manhattan,Upper West Side,Staten Island,Tompkinsville,5,26.07,64.76,3.36,0,68.12,Google Pay,5,VEND003,1.0,121,12.9
618,2024-02-04 12:08:16,2024-02-04 13:48:16,Staten Island,Tompkinsville,Brooklyn,Williamsburg,4,25.77,70.67,7.06,0,77.73,Business Card,2,VEND001,1.0,100,15.5
619,2024-09-20 16:47:56,2024-09-20 17:03:56,Staten Island,Great Kills,Manhattan,Harlem,6,4.79,10.45,1.18,0,11.63,Apple Pay,5,VEND002,1.9,16,18.0
620,2024-10-30 11:10:10,2024-10-30 13:37:10,Brooklyn,Williamsburg,Queens,Flushing,6,22.95,55.48,5.53,0,61.01,Business Card,4,VEND003,1.0,147,9.4
621,2025-01-08 22:34:42,2025-01-08 23:02:42,Brooklyn,Crown Heights,Brooklyn,Park Slope,3,5.23,10.42,0.62,0,11.04,Apple Pay,4,VEND001,1.0,28,11.2
622,2024-04-19 01:45:38,2024-04-19 02:36:38,Staten Island,Tompkinsville,Bronx,Mott Haven,6,8.72,17.13,3.31,0,20.44,Apple Pay,4,VEND002,1.0,51,10.3
623,2025-04-06 22:56:10,2025-04-07 01:26:10,Staten Island,St. George,Queens,Astoria,1,28.95,88.77,13.19,0,101.96,Google Pay,5,VEND003,1.0,150,11.6
624,2024-07-16 03:05:30,2024-07-16 03:23:30,Queens,Woodside,Brooklyn,Bedford-Stuyvesant,4,2.46,6.61,1.59,0,8.2,Cash,3,VEND001,1.4,18,8.2
625,2024-06-07 18:32:35,2024-06-07 19:14:35,Manhattan,Greenwich Village,Manhattan,Midtown,1,12.68,37.01,7.41,0,44.42,Cash,3,VEND002,1.0,42,18.1
626,2025-03-11 01:00:59,2025-03-11 01:19:59,Bronx,Riverdale,Bronx,Pelham Bay,3,5.54,12.87,3.09,0,15.96,Google Pay,1,VEND003,1.0,19,17.5
627,2024-11-24 19:01:20,2024-11-24 19:42:20,Queens,Jamaica,Brooklyn,Bedford-Stuyvesant,5,8.8,22.12,1.24,0,23.36,Google Pay,1,VEND001,1.0,41,12.9
628,2025-01-09 09:26:05,2025-01-09 11:05:05,Manhattan,Times Square,Bronx,Mott Haven,6,21.17,57.76,13.73,0,71.49,Venmo,3,VEND002,1.0,99,12.8
629,2024-02-27 03:13:00,2024-02-27 04:13:00,Brooklyn,Park Slope,Bronx,Riverdale,6,7.83,14.8,2.78,0,17.58,Google Pay,4,VEND003,1.0,60,7.8
630,2025-03-13 10:12:15,2025-03-13 10:16:15,Staten Island,Tompkinsville,Manhattan,Financial District,4,1.12,4.2,0.22,0,4.42,Apple Pay,3,VEND001,1.0,4,16.8
631,2025-01-02 19:58:33,2025-01-02 21:25:33,Staten Island,St. George,Queens,Astoria,5,16.11,42.92,3.03,0,45.95,Apple Pay,1,VEND002,1.0,87,11.1
632,2025-03-09 16:52:12,2025-03-09 19:37:12,Bronx,Riverdale,Staten Island,Tompkinsville,4,27.49,81.38,9.39,4.46,95.23,Cash,1,VEND003,2.5,165,10.0
633,2024-07-25 08:42:27,2024-07-25 08:47:27,Staten Island,Great Kills,Queens,Astoria,6,1.72,5.98,1.43,0,7.41,Venmo,5,VEND001,1.0,5,20.6
634,2024-08-05 16:28:17,2024-08-05 18:07:17,Queens,Sunnyside,Manhattan,Lower East Side,6,28.17,82.9,4.36,0,87.26,Business Card,5,VEND002,1.0,99,17.1
635,2024-04-25 02:22:14,2024-04-25 04:30:14,Manhattan,Upper West Side,Queens,Astoria,6,19.09,55.23,12.63,0,67.86,Google Pay,5,VEND003,1.0,128,8.9
636,2024-10-05 20:02:53,2024-10-05 20:32:53,Brooklyn,Crown Heights,Queens,Sunnyside,3,13.3,38.69,6.56,0,45.25,Apple Pay,1,VEND001,1.0,30,26.6
637,2024-02-17 06:24:13,2024-02-17 07:56:13,Manhattan,Times Square,Bronx,Fordham,2,15.97,50.13,10.18,0,60.31,Cash,4,VEND002,1.0,92,10.4
638,2024-03-27 09:51:51,2024-03-27 10:51:51,Staten Island,Port Richmond,Queens,Flushing,4,7.93,23.28,1.58,11.42,36.28,Google Pay,3,VEND003,2.2,60,7.9
639,2024-06-23 00:39:27,2024-06-23 01:43:27,Staten Island,St. George,Brooklyn,Crown Heights,1,10.07,31.52,7.26,0,38.78,Business Card,2,VEND001,2.0,64,9.4
640,2024-04-09 18:33:14,2024-04-09 20:25:14,Queens,Sunnyside,Staten Island,St. George,5,26.4,45.37,8.16,0,53.53,Apple Pay,4,VEND002,1.0,112,14.1
641,2025-05-12 08:34:49,2025-05-12 09:18:49,Brooklyn,Bedford-Stuyvesant,Bronx,Pelham Bay,3,10.38,31.34,5.11,0,36.45,Cash,1,VEND003,1.0,44,14.2
642,2024-07-02 11:42:39,2024-07-02 13:23:39,Bronx,Fordham,Staten Island,Port Richmond,2,15.36,34.11,4.19,0,38.3,Apple Pay,4,VEND001,1.4,101,9.1
643,2024-05-02 08:45:03,2024-05-02 09:52:03,Queens,Jamaica,Brooklyn,Park Slope,2,24.56,62.41,9.94,7.1,79.45,Cash,4,VEND002,1.0,67,22.0
644,2024-07-24 01:33:25,2024-07-24 03:15:25,Bronx,Riverdale,Queens,Sunnyside,1,26.21,43.84,3.17,0,47.01,Cash,3,VEND003,1.7,102,15.4
645,2025-05-16 19:13:09,2025-05-16 20:29:09,Manhattan,Financial District,Queens,Flushing,6,17.55,37.77,6.25,10.38,54.4,Apple Pay,4,VEND001,1.0,76,13.9
646,2024-01-15 02:46:13,2024-01-15 02:48:13,Bronx,Riverdale,Staten Island,Tompkinsville,1,0.82,3.8,0.57,0,4.37,Credit Card,5,VEND002,1.9,2,24.6
647,2025-03-30 16:08:15,2025-03-30 18:06:15,Manhattan,Midtown,Staten Island,Great Kills,2,20.7,59.11,8.86,4.75,72.72,Google Pay,4,VEND003,1.0,118,10.5
648,2025-06-28 21:32:04,2025-06-28 23:06:04,Staten Island,Great Kills,Brooklyn,DUMBO,5,27.27,57.46,13.6,0,71.06,Google Pay,1,VEND001,1.5,94,17.4
649,2025-02-06 02:37:01,2025-02-06 05:39:01,Brooklyn,DUMBO,Queens,Flushing,4,24.91,53.59,9.25,0,62.84,Venmo,2,VEND002,1.0,182,8.2
650,2025-03-23 00:42:45,2025-03-23 01:58:45,Bronx,Riverdale,Staten Island,Tompkinsville,5,16.77,30.6,3.14,0,33.74,Venmo,3,VEND003,1.0,76,13.2
651,2024-05-21 16:03:32,2024-05-21 18:48:32,Bronx,Pelham Bay,Manhattan,SoHo,3,28.02,74.74,8.92,0,83.66,Cash,4,VEND001,1.0,165,10.2
652,2024-09-17 22:09:11,2024-09-17 23:21:11,Manhattan,Lower East Side,Staten Island,Port Richmond,2,11.05,28.21,5.14,0,33.35,Apple Pay,5,VEND002,1.0,72,9.2
653,2024-11-13 11:45:03,2024-11-13 12:06:03,Manhattan,Midtown,Staten Island,St. George,4,2.72,7.29,0.46,3.43,11.18,Google Pay,3,VEND003,1.0,21,7.8
654,2024-02-29 13:15:59,2024-02-29 13:23:59,Queens,Jamaica,Staten Island,Great Kills,4,1.67,6.09,0.65,0,6.74,Google Pay,4,VEND001,1.0,8,12.5
655,2024-09-15 12:38:06,2024-09-15 13:19:06,Staten Island,Tompkinsville,Staten Island,Port Richmond,5,6.17,12.48,0.67,0,13.15,Venmo,5,VEND002,1.0,41,9.0
656,2024-08-23 12:06:41,2024-08-23 12:54:41,Queens,Jamaica,Manhattan,Harlem,3,10.27,18.72,1.17,0,19.89,Cash,3,VEND003,1.0,48,12.8
657,2025-01-16 05:21:54,2025-01-16 05:29:54,Staten Island,Port Richmond,Staten Island,Tompkinsville,4,1.53,6.54,0.91,0,7.45,Cash,1,VEND001,1.0,8,11.5
658,2025-04-13 19:04:34,2025-04-13 19:16:34,Bronx,Mott Haven,Manhattan,Times Square,5,3.59,13.14,0.85,0,13.99,Credit Card,1,VEND002,1.0,12,17.9
659,2024-01-04 03:54:35,2024-01-04 05:36:35,Bronx,Fordham,Queens,Long Island City,4,15.63,29.72,7.19,0,36.91,Cash,1,VEND003,1.0,102,9.2
660,2024-07-17 21:38:16,2024-07-17 23:59:16,Bronx,Mott Haven,Staten Island,Tompkinsville,2,28.24,80.89,5.34,0,86.23,Cash,3,VEND001,1.0,141,12.0
661,2025-03-15 23:57:00,2025-03-16 03:19:00,Manhattan,Times Square,Staten Island,St. George,6,26.69,62.59,12.32,0,74.91,Apple Pay,5,VEND002,1.0,202,7.9
662,2024-02-15 03:30:19,2024-02-15 04:13:19,Manhattan,Chelsea,Staten Island,Tompkinsville,4,8.51,22.32,5.52,0,27.84,Apple Pay,3,VEND003,1.0,43,11.9
663,2024-10-04 15:15:09,2024-10-04 15:43:09,Staten Island,St. George,Bronx,Riverdale,5,4.88,15.12,1.07,0,16.19,Google Pay,1,VEND001,1.6,28,10.5
664,2024-04-21 00:55:45,2024-04-21 02:29:45,Manhattan,Upper West Side,Staten Island,Port Richmond,1,15.05,41.95,8.69,0,50.64,Google Pay,3,VEND002,1.0,94,9.6
665,2024-04-14 23:34:58,2024-04-15 01:11:58,Staten Island,Tompkinsville,Manhattan,Harlem,4,12.08,32.79,4.74,0,37.53,Credit Card,1,VEND003,2.0,97,7.5
666,2024-12-06 05:50:31,2024-12-06 05:59:31,Staten Island,Tompkinsville,Bronx,Fordham,6,2.42,9.13,2.18,0,11.31,Google Pay,3,VEND001,1.0,9,16.1
667,2025-04-25 14:43:13,2025-04-25 17:06:13,Bronx,Mott Haven,Brooklyn,Crown Heights,1,21.27,35.13,5.42,0,40.55,Business Card,2,VEND002,1.0,143,8.9
668,2024-12-20 02:15:37,2024-12-20 04:47:37,Queens,Long Island City,Brooklyn,Crown Heights,1,23.27,69.92,10.47,0,80.39,Apple Pay,4,VEND003,1.0,152,9.2
669,2024-03-01 11:02:45,2024-03-01 11:19:45,Brooklyn,Bedford-Stuyvesant,Bronx,Mott Haven,1,8.53,23.67,1.29,0,24.96,Google Pay,1,VEND001,1.7,17,30.1
670,2024-05-26 10:18:38,2024-05-26 12:10:38,Manhattan,Upper West Side,Staten Island,Port Richmond,3,22.36,37.11,7.79,4.59,49.49,Credit Card,1,VEND002,2.9,112,12.0
671,2025-02-21 22:32:20,2025-02-21 23:54:20,Brooklyn,Crown Heights,Queens,Woodside,3,15.99,40.17,7.45,0,47.62,Cash,1,VEND003,1.0,82,11.7
672,2025-05-18 03:58:52,2025-05-18 04:32:52,Queens,Woodside,Queens,Sunnyside,2,8.19,14.94,1.45,0,16.39,Cash,1,VEND001,1.0,34,14.5
673,2024-11-23 11:00:02,2024-11-23 11:59:02,Brooklyn,Crown Heights,Queens,Woodside,3,14.76,30.74,4.87,8.87,44.48,Business Card,4,VEND002,1.0,59,15.0
674,2025-05-02 12:12:44,2025-05-02 15:02:44,Staten Island,St. George,Bronx,Mott Haven,1,29.14,71.1,6.77,0,77.87,Venmo,4,VEND003,1.0,170,10.3
675,2025-06-13 15:06:18,2025-06-13 17:28:18,Queens,Long Island City,Bronx,Fordham,6,27.4,54.75,12.18,8.32,75.25,Google Pay,5,VEND001,1.0,142,11.6
676,2024-02-08 22:23:32,2024-02-08 23:40:32,Queens,Jamaica,Staten Island,St. George,5,20.88,58.98,14.23,0,73.21,Apple Pay,1,VEND002,2.3,77,16.3
677,2025-03-12 21:51:55,2025-03-12 22:06:55,Manhattan,Central Park,Queens,Jamaica,4,2.29,7.22,1.69,0,8.91,Cash,4,VEND003,2.7,15,9.2
678,2024-05-13 01:06:03,2024-05-13 01:19:03,Manhattan,Lower East Side,Bronx,Pelham Bay,6,1.62,5.21,0.47,0,5.68,Credit Card,5,VEND001,1.0,13,7.5
679,2025-04-03 09:54:19,2025-04-03 13:09:19,Brooklyn,Bushwick,Brooklyn,Brooklyn Heights,4,25.21,46.67,5.79,0,52.46,Google Pay,4,VEND002,1.0,195,7.8
680,2024-12-22 22:31:33,2024-12-22 22:50:33,Staten Island,Great Kills,Manhattan,Lower East Side,1,7.69,24.02,4.71,0,28.73,Credit Card,5,VEND003,1.4,19,24.3
681,2024-04-12 10:35:39,2024-04-12 12:11:39,Bronx,Mott Haven,Manhattan,Midtown,2,29.64,82.57,7.11,0,89.68,Apple Pay,1,VEND001,1.0,96,18.5
682,2024-01-10 20:24:24,2024-01-10 22:47:24,Manhattan,Lower East Side,Staten Island,Tompkinsville,1,28.53,77.96,3.98,0,81.94,Cash,5,VEND002,1.0,143,12.0
683,2024-09-14 22:03:23,2024-09-14 22:46:23,Queens,Astoria,Queens,Long Island City,6,8.82,26.51,4.33,0,30.84,Credit Card,4,VEND003,1.0,43,12.3
684,2024-01-11 22:07:29,2024-01-11 22:57:29,Bronx,Riverdale,Staten Island,Tompkinsville,5,10.2,18.97,1.71,0,20.68,Business Card,3,VEND001,1.0,50,12.2
685,2025-02-18 05:15:39,2025-02-18 05:28:39,Manhattan,Times Square,Staten Island,Tompkinsville,5,2.42,9.68,2.21,0,11.89,Apple Pay,4,VEND002,1.0,13,11.2
686,2024-12-11 18:53:27,2024-12-11 19:56:27,Manhattan,Greenwich Village,Brooklyn,Brooklyn Heights,6,8.67,24.15,5.17,0,29.32,Cash,2,VEND003,1.0,63,8.3
687,2024-07-20 08:40:16,2024-07-20 08:46:16,Brooklyn,Bedford-Stuyvesant,Manhattan,Upper West Side,2,1.65,5.7,0.4,2.08,8.18,Business Card,2,VEND001,1.0,6,16.5
688,2024-01-11 17:47:20,2024-01-11 19:29:20,Manhattan,Times Square,Bronx,Pelham Bay,5,26.38,60.17,12.03,0,72.2,Apple Pay,4,VEND002,2.4,102,15.5
689,2024-04-12 04:56:44,2024-04-12 06:16:44,Queens,Jamaica,Manhattan,Chelsea,2,24.13,55.22,10.82,0,66.04,Google Pay,4,VEND003,1.1,80,18.1
690,2024-02-16 19:34:27,2024-02-16 20:10:27,Brooklyn,Williamsburg,Manhattan,Financial District,2,16.29,30.25,7.36,7.79,45.4,Credit Card,1,VEND001,1.0,36,27.1
691,2024-01-17 10:33:59,2024-01-17 10:56:59,Bronx,Mott Haven,Bronx,Fordham,5,5.81,12.06,0.88,6.77,19.71,Google Pay,2,VEND002,1.0,23,15.2
692,2025-06-21 15:09:40,2025-06-21 15:35:40,Queens,Jamaica,Staten Island,Tompkinsville,2,7.26,14.94,1.14,0,16.08,Venmo,5,VEND003,1.0,26,16.8
693,2024-02-17 08:39:53,2024-02-17 11:18:53,Queens,Woodside,Queens,Flushing,1,25.08,46.08,6.0,0,52.08,Venmo,2,VEND001,1.0,159,9.5
694,2024-10-29 09:13:04,2024-10-29 09:57:04,Bronx,Pelham Bay,Queens,Astoria,6,12.59,32.39,5.23,9.25,46.87,Credit Card,3,VEND002,1.0,44,17.2
695,2025-05-04 18:09:44,2025-05-04 19:36:44,Manhattan,Financial District,Staten Island,Port Richmond,5,23.94,45.75,8.3,0,54.05,Credit Card,4,VEND003,1.0,87,16.5
696,2025-04-18 19:44:47,2025-04-18 22:27:47,Manhattan,Greenwich Village,Brooklyn,Williamsburg,2,28.17,81.21,11.52,0,92.73,Google Pay,2,VEND001,2.8,163,10.4
697,2025-05-07 21:17:14,2025-05-07 23:03:14,Brooklyn,Bushwick,Staten Island,Tompkinsville,3,20.78,61.31,13.03,0,74.34,Venmo,4,VEND002,1.0,106,11.8
698,2025-03-13 01:54:02,2025-03-13 03:04:02,Queens,Long Island City,Staten Island,Great Kills,4,19.37,39.34,6.3,0,45.64,Apple Pay,3,VEND003,1.0,70,16.6
699,2025-01-11 18:28:30,2025-01-11 19:02:30,Bronx,Fordham,Staten Island,Tompkinsville,3,16.82,44.55,2.33,0,46.88,Credit Card,4,VEND001,1.0,34,29.7
700,2025-02-03 11:02:56,2025-02-03 11:57:56,Queens,Long Island City,Manhattan,Upper West Side,6,20.09,58.17,12.07,0,70.24,Business Card,1,VEND002,1.0,55,21.9
701,2024-06-08 02:01:14,2024-06-08 02:37:14,Manhattan,Upper West Side,Manhattan,Times Square,6,11.32,20.75,2.23,0,22.98,Cash,4,VEND003,1.0,36,18.9
702,2024-04-13 01:56:11,2024-04-13 02:56:11,Queens,Sunnyside,Bronx,Riverdale,6,14.87,45.72,8.25,0,53.97,Apple Pay,1,VEND001,1.0,60,14.9
703,2025-03-28 11:58:22,2025-03-28 12:25:22,Bronx,Mott Haven,Brooklyn,Crown Heights,1,4.5,14.64,1.65,0,16.29,Business Card,1,VEND002,1.0,27,10.0
704,2024-04-19 21:45:28,2024-04-19 22:56:28,Queens,Flushing,Bronx,Riverdale,2,11.5,32.4,2.34,0,34.74,Google Pay,5,VEND003,1.0,71,9.7
705,2024-03-22 19:37:39,2024-03-22 20:31:39,Staten Island,Port Richmond,Brooklyn,DUMBO,3,15.66,42.92,7.88,6.26,57.06,Venmo,3,VEND001,1.0,54,17.4
706,2024-08-12 11:55:23,2024-08-12 12:55:23,Brooklyn,Park Slope,Bronx,Fordham,3,14.97,25.44,6.21,0,31.65,Venmo,4,VEND002,1.0,60,15.0
707,2025-06-26 15:34:06,2025-06-26 16:16:06,Queens,Jamaica,Manhattan,Times Square,6,14.11,34.5,6.53,0,41.03,Google Pay,5,VEND003,1.0,42,20.2
708,2024-11-13 06:11:17,2024-11-13 06:30:17,Manhattan,Harlem,Staten Island,Tompkinsville,3,7.64,21.87,1.63,0,23.5,Cash,2,VEND001,1.0,19,24.1
709,2025-03-16 12:41:30,2025-03-16 13:24:30,Manhattan,Times Square,Brooklyn,Williamsburg,4,14.98,46.61,10.65,0,57.26,Business Card,5,VEND002,1.0,43,20.9
710,2024-10-05 10:32:02,2024-10-05 12:31:02,Queens,Jamaica,Bronx,Fordham,2,23.49,60.49,15.1,0,75.59,Cash,2,VEND003,2.0,119,11.8
711,2024-11-18 07:25:15,2024-11-18 08:33:15,Manhattan,Harlem,Brooklyn,Williamsburg,2,13.58,24.45,5.16,0,29.61,Venmo,5,VEND001,1.1,68,12.0
712,2024-12-12 05:44:31,2024-12-12 07:11:31,Staten Island,Port Richmond,Staten Island,St. George,4,29.62,89.55,19.21,0,108.76,Credit Card,1,VEND002,1.0,87,20.4
713,2024-11-29 00:22:28,2024-11-29 01:41:28,Manhattan,Lower East Side,Staten Island,Tompkinsville,2,15.4,47.57,5.42,11.39,64.38,Cash,2,VEND003,1.0,79,11.7
714,2025-02-07 13:40:56,2025-02-07 14:50:56,Bronx,Fordham,Staten Island,Tompkinsville,1,15.94,31.26,6.57,0,37.83,Google Pay,4,VEND001,1.0,70,13.7
715,2025-06-05 05:22:56,2025-06-05 07:38:56,Bronx,Pelham Bay,Queens,Long Island City,6,26.37,59.42,8.49,0,67.91,Google Pay,5,VEND002,1.0,136,11.6
716,2025-01-03 23:34:38,2025-01-04 01:10:38,Bronx,Pelham Bay,Staten Island,St. George,1,29.83,62.08,5.05,0,67.13,Apple Pay,2,VEND003,1.0,96,18.6
717,2024-01-18 22:53:48,2024-01-19 00:03:48,Staten Island,Tompkinsville,Bronx,Fordham,4,10.0,22.79,3.69,0,26.48,Venmo,4,VEND001,1.0,70,8.6
718,2024-08-30 09:45:01,2024-08-30 11:02:01,Manhattan,Central Park,Queens,Sunnyside,3,19.79,48.3,6.22,0,54.52,Venmo,2,VEND002,1.0,77,15.4
719,2025-02-05 06:15:54,2025-02-05 08:39:54,Queens,Sunnyside,Bronx,Riverdale,6,19.51,33.89,6.92,0,40.81,Business Card,4,VEND003,1.0,144,8.1
720,2024-03-31 20:09:04,2024-03-31 22:02:04,Bronx,Pelham Bay,Brooklyn,Bushwick,3,21.86,42.92,9.77,0,52.69,Google Pay,3,VEND001,1.0,113,11.6
721,2024-08-14 15:50:35,2024-08-14 17:00:35,Staten Island,Port Richmond,Staten Island,St. George,1,12.36,35.93,7.6,0,43.53,Google Pay,5,VEND002,1.0,70,10.6
722,2024-09-30 09:40:52,2024-09-30 10:11:52,Manhattan,SoHo,Brooklyn,Brooklyn Heights,2,8.56,22.16,2.18,0,24.34,Credit Card,1,VEND003,1.5,31,16.6
723,2024-08-20 18:59:15,2024-08-20 22:40:15,Queens,Flushing,Queens,Jamaica,3,29.74,74.36,17.5,0,91.86,Credit Card,2,VEND001,1.0,221,8.1
724,2024-05-09 14:55:25,2024-05-09 16:29:25,Staten Island,St. George,Bronx,Mott Haven,1,11.96,21.33,2.87,0,24.2,Venmo,3,VEND002,1.0,94,7.6
725,2024-10-02 21:29:45,2024-10-02 21:34:45,Bronx,Mott Haven,Manhattan,Midtown,2,2.08,7.69,1.44,0,9.13,Cash,4,VEND003,1.0,5,25.0
726,2024-10-26 20:45:12,2024-10-26 20:54:12,Brooklyn,Park Slope,Staten Island,Port Richmond,4,2.87,8.41,0.9,0,9.31,Business Card,2,VEND001,1.2,9,19.1
727,2024-11-20 20:25:43,2024-11-20 21:30:43,Bronx,Pelham Bay,Staten Island,Port Richmond,4,29.37,76.89,15.84,0,92.73,Credit Card,5,VEND002,1.0,65,27.1
