accident_id,accident_date,accident_time,day_of_week,weather_condition,road_type,speed_limit,road_surface,light_condition,number_of_vehicles,number_of_casualties,severity,latitude,longitude,location_district,location_city,accident_reason,police_region
635,2025-04-22,02:14,Wed,Hail,One Way Street,68,Wet,Twilight,5,0,Serious,57.5093,-4.3254,West Anna District,North Tiffany,Unknown,Metropolitan
636,2023-06-27,11:57,Mon,Unknown,Dual Carriageway,37,Ice,Darkness - Lighting Unknown,2,5,Slight,53.7041,-1.8756,North Cindystad District,North Nancy,Drunk Driving,East Region
637,2023-06-15,00:51,Mon,Fog,Motorway,31,Ice,Twilight,5,0,Slight,56.7478,1.8988,Schultzchester District,Johnsonshire,Distracted Driving,East Region
638,2023-11-30,16:29,Tue,Unknown,A-Road,46,Wet,Darkness - Lights Lit,4,2,Slight,53.9756,-1.5356,Davidsonmouth District,Lake Brittneyfort,Drunk Driving,East Region
639,2023-04-16,19:46,Wed,Rain,Motorway,23,Snow,Twilight,3,0,Fatal,54.562,-3.3268,Sarahburgh District,West Josephshire,Drunk Driving,Metropolitan
640,2023-12-27,17:43,Fri,Unknown,A-Road,48,Snow,Darkness - Lights Lit,1,3,Slight,52.1387,-4.9385,Fowlerbury District,Rachelbury,Unknown,South Region
641,2024-01-27,15:28,Wed,Rain,Roundabout,43,Snow,Daylight,5,3,Slight,53.837,-3.1348,West Brittany District,Nolanshire,Road Condition,East Region
642,2024-02-10,17:30,Sun,Windy,Motorway,51,Dry,Daylight,1,2,Slight,54.5575,-2.5924,Heatherburgh District,Ellisburgh,Speeding,Metropolitan
643,2025-03-26,17:40,Thu,Unknown,Motorway,39,Snow,Daylight,2,2,Slight,54.6544,1.103,West Jay District,Larafurt,Pedestrian Error,South Region
644,2024-01-25,05:11,Sat,Hail,Motorway,27,Flood,Darkness - Lighting Unknown,2,2,Slight,51.9127,-4.1367,Port Larryville District,Bradleyton,Weather Conditions,Metropolitan
645,2023-12-06,13:48,Mon,Fine,Motorway,30,Ice,Darkness - No Lighting,5,1,Slight,54.4387,-2.426,East Emilyside District,Lake Anthony,Distracted Driving,Metropolitan
646,2025-03-19,12:02,Wed,Fine,A-Road,36,Wet,Darkness - No Lighting,4,2,Serious,54.626,-3.8648,Jasonbury District,North Jessica,Speeding,Metropolitan
647,2025-03-10,10:47,Fri,Rain,Junction,40,Snow,Darkness - Lighting Unknown,1,0,Serious,54.1152,-0.6867,West Jacobville District,Mackbury,Speeding,North Region
648,2024-01-22,02:25,Tue,Hail,B-Road,55,Wet,Twilight,4,6,Slight,54.3077,0.9585,Destinytown District,Amandaview,Drunk Driving,North Region
649,2025-02-09,00:34,Thu,Fog,Roundabout,49,Dry,Darkness - Lighting Unknown,2,5,Fatal,56.0076,-4.9227,North Lisaview District,Huberburgh,Drunk Driving,Metropolitan
650,2025-05-06,09:49,Mon,Snow,A-Road,21,Wet,Daylight,3,4,Slight,54.2304,-1.1117,Lake Abigail District,South Jenniferberg,Weather Conditions,East Region
651,2025-03-08,12:59,Wed,Hail,Roundabout,40,Flood,Darkness - No Lighting,3,2,Serious,56.5767,0.1239,South Cherylchester District,West Laurenton,Weather Conditions,North Region
652,2024-12-05,18:37,Tue,Unknown,B-Road,46,Mud,Darkness - No Lighting,3,4,Serious,54.0165,-3.9908,Brandimouth District,Derrickmouth,Weather Conditions,Metropolitan
653,2025-02-12,04:18,Mon,Unknown,Roundabout,40,Flood,Darkness - No Lighting,1,0,Slight,51.727,1.4784,Brendafurt District,Adrianachester,Road Condition,West Region
654,2025-04-20,16:22,Tue,Fine,One Way Street,62,Snow,Darkness - Lights Lit,5,5,Slight,57.0504,-2.3614,West Aaronshire District,South James,Weather Conditions,Metropolitan
655,2024-11-07,13:12,Sat,Snow,Junction,22,Ice,Twilight,2,6,Serious,53.0885,1.4086,Heathershire District,East Brianside,Pedestrian Error,South Region
656,2025-03-15,00:31,Sun,Fog,Roundabout,67,Ice,Daylight,1,0,Slight,53.3025,-3.0522,North Whitney District,New Caitlynmouth,Weather Conditions,North Region
657,2023-12-14,14:23,Sun,Unknown,Roundabout,46,Ice,Daylight,4,6,Serious,54.6821,-0.5565,Port Davidchester District,Port Aprilchester,Pedestrian Error,West Region
658,2023-10-22,03:57,Wed,Fog,Dual Carriageway,62,Ice,Darkness - No Lighting,1,2,Slight,55.8511,-1.9028,Vasquezhaven District,Carrchester,Driver Error,North Region
659,2023-04-10,22:18,Tue,Unknown,Dual Carriageway,44,Dry,Darkness - No Lighting,5,0,Serious,57.2413,-0.2925,West Bradley District,Priceton,Distracted Driving,South Region
660,2025-01-06,05:39,Wed,Fog,Motorway,54,Dry,Darkness - Lights Lit,2,0,Slight,57.8031,-2.131,Lake William District,Katieport,Vehicle Fault,North Region
661,2024-10-19,02:36,Fri,Unknown,Junction,59,Dry,Darkness - Lights Lit,1,5,Slight,54.5978,-2.5205,Patelberg District,North Philip,Driver Error,North Region
662,2024-05-10,23:37,Tue,Fog,A-Road,55,Wet,Daylight,3,5,Serious,57.7608,-2.093,West Matthewhaven District,Robertsonberg,Unknown,Metropolitan
663,2024-12-13,00:21,Fri,Windy,Roundabout,20,Ice,Darkness - No Lighting,1,3,Slight,51.5975,-1.3606,Paulville District,North Hannahchester,Vehicle Fault,Metropolitan
664,2024-12-26,23:34,Mon,Fine,One Way Street,55,Mud,Daylight,3,2,Slight,57.6804,-2.7027,New John District,South Travisfort,Driver Error,Metropolitan
665,2025-06-05,12:08,Tue,Fine,Dual Carriageway,51,Snow,Darkness - No Lighting,5,0,Slight,55.2321,-4.4939,South Terryburgh District,Leebury,Pedestrian Error,Metropolitan
666,2024-10-03,18:51,Thu,Fog,A-Road,68,Dry,Darkness - Lighting Unknown,2,2,Serious,54.0084,-0.8734,Robertshire District,Jonathonmouth,Drunk Driving,South Region
667,2024-01-17,14:58,Sat,Fog,Roundabout,38,Ice,Daylight,2,5,Slight,52.5786,0.8942,New John District,Munozberg,Vehicle Fault,Metropolitan
668,2023-10-21,09:29,Sat,Hail,A-Road,38,Snow,Darkness - No Lighting,3,5,Slight,56.4273,0.1116,Whiteberg District,Washingtonberg,Driver Error,South Region
669,2023-05-15,04:28,Thu,Snow,Motorway,52,Mud,Darkness - No Lighting,5,3,Slight,52.0271,0.9402,Blakemouth District,North Danielleshire,Weather Conditions,West Region
670,2025-05-06,15:25,Mon,Snow,One Way Street,69,Snow,Twilight,1,4,Slight,54.6989,-4.6678,South Jenniferbury District,New Jasonborough,Distracted Driving,West Region
671,2025-04-25,18:31,Wed,Fine,Dual Carriageway,54,Dry,Darkness - Lights Lit,3,3,Serious,50.0948,-4.5999,Lake Connie District,Joseshire,Driver Error,North Region
672,2024-06-11,09:02,Mon,Unknown,Motorway,70,Mud,Darkness - Lighting Unknown,2,4,Serious,51.2235,-2.5029,New Christopher District,Berrytown,Road Condition,West Region
673,2025-01-08,20:48,Fri,Fog,Junction,31,Mud,Twilight,3,1,Slight,50.915,-3.5965,Michaelchester District,East Andrestad,Pedestrian Error,South Region
674,2023-04-09,07:04,Fri,Snow,Motorway,24,Ice,Darkness - Lighting Unknown,1,3,Slight,57.6438,-3.3651,West Matthew District,Hunterville,Drunk Driving,West Region
675,2023-05-08,10:36,Sat,Unknown,A-Road,44,Mud,Daylight,4,2,Slight,54.4967,0.0625,Lake Derekville District,Johnburgh,Drunk Driving,East Region
676,2025-04-21,08:12,Wed,Unknown,Junction,23,Dry,Darkness - No Lighting,5,6,Slight,50.1462,1.2737,Davidtown District,West Rodneyview,Road Condition,South Region
677,2025-05-01,14:32,Sun,Fog,A-Road,41,Flood,Twilight,3,6,Slight,56.5734,0.0856,West Nicholasport District,Cruzberg,Weather Conditions,Metropolitan
678,2024-09-12,07:18,Wed,Unknown,Motorway,46,Mud,Twilight,2,2,Slight,51.9854,-4.5212,East Taylorshire District,South Dustinchester,Speeding,Metropolitan
679,2023-07-05,16:25,Tue,Fog,Motorway,20,Wet,Darkness - No Lighting,3,4,Slight,56.3376,-2.3407,East Bryan District,Josephhaven,Distracted Driving,East Region
680,2023-09-20,06:02,Mon,Snow,Motorway,63,Mud,Twilight,3,4,Fatal,52.1889,-3.0126,North Thomas District,Port Cody,Unknown,South Region
681,2023-01-31,06:41,Wed,Hail,Roundabout,43,Dry,Darkness - Lighting Unknown,1,6,Slight,57.4886,-0.4326,New Kylehaven District,South Jeromeberg,Speeding,North Region
682,2024-10-21,13:46,Sun,Rain,B-Road,46,Wet,Darkness - Lights Lit,4,5,Slight,53.4717,-4.3296,Smithstad District,Marthafurt,Weather Conditions,West Region
683,2024-03-23,22:05,Sat,Hail,A-Road,39,Mud,Darkness - No Lighting,2,1,Slight,50.9037,1.3999,West Shannon District,East Amanda,Speeding,North Region
684,2023-12-18,17:34,Sun,Fine,Junction,47,Mud,Twilight,3,0,Serious,50.9554,-1.1997,Janetville District,Hamiltonchester,Speeding,North Region
685,2023-10-18,23:53,Wed,Fog,Dual Carriageway,33,Snow,Daylight,5,0,Serious,57.4796,-4.5882,North Michelleberg District,South Christophermouth,Speeding,West Region
686,2025-01-14,15:03,Sat,Snow,B-Road,40,Flood,Darkness - Lighting Unknown,2,4,Slight,53.4495,-4.6357,Lake Shannonbury District,Jameston,Driver Error,East Region
687,2024-08-24,10:22,Tue,Rain,Junction,59,Wet,Darkness - Lighting Unknown,1,0,Slight,53.3656,-2.0316,North Marisa District,Port Joseph,Unknown,East Region
688,2025-03-11,04:19,Sat,Fog,A-Road,56,Ice,Darkness - Lights Lit,1,6,Slight,55.81,-1.4093,Port Christinaville District,South Robert,Distracted Driving,Metropolitan
689,2025-02-21,03:13,Tue,Windy,Roundabout,42,Snow,Daylight,5,1,Slight,57.3526,-4.7421,Port Jamesview District,Ashleyfurt,Speeding,West Region
690,2025-01-23,02:57,Thu,Hail,Dual Carriageway,52,Snow,Darkness - Lighting Unknown,4,1,Slight,54.8434,-0.1711,Davidfurt District,West Brandon,Pedestrian Error,West Region
691,2024-06-11,19:32,Wed,Fog,A-Road,44,Wet,Darkness - Lighting Unknown,2,2,Slight,53.1608,-1.9714,Laurenmouth District,Wandafurt,Road Condition,East Region
692,2023-12-25,17:42,Tue,Fog,Dual Carriageway,54,Flood,Twilight,4,6,Slight,53.4964,-3.8672,North Cody District,New David,Distracted Driving,Metropolitan
693,2023-05-28,11:13,Sat,Windy,Dual Carriageway,54,Mud,Twilight,5,5,Serious,57.68,0.2507,Clarkchester District,Christopherside,Pedestrian Error,North Region
694,2025-01-30,14:49,Mon,Unknown,Roundabout,33,Snow,Darkness - No Lighting,5,5,Serious,56.4368,-4.9069,Murphyborough District,South Rebeccamouth,Driver Error,Metropolitan
695,2025-02-23,07:28,Sat,Fog,A-Road,42,Wet,Darkness - Lighting Unknown,4,4,Slight,56.2762,-2.1793,Port Stephaniemouth District,Allenburgh,Weather Conditions,East Region
696,2023-02-19,03:58,Fri,Snow,A-Road,66,Snow,Darkness - Lighting Unknown,4,5,Slight,50.6314,-2.799,Barrton District,Isaacland,Driver Error,Metropolitan
697,2023-05-20,13:13,Sun,Hail,Motorway,27,Dry,Darkness - Lights Lit,4,0,Slight,56.0391,-0.1894,West Ruth District,Zimmermanfort,Pedestrian Error,North Region
698,2024-02-05,06:32,Sat,Hail,Roundabout,56,Snow,Darkness - Lighting Unknown,3,4,Slight,55.505,-3.3608,Westside District,Lake Mathew,Road Condition,West Region
699,2024-05-19,20:30,Mon,Fine,A-Road,22,Ice,Daylight,3,4,Slight,55.5414,-2.53,Jeremiahland District,Lake Michael,Distracted Driving,South Region
700,2023-04-20,01:51,Fri,Hail,One Way Street,27,Ice,Darkness - No Lighting,1,1,Serious,54.1858,-3.0164,Maryfurt District,South Nicoleberg,Drunk Driving,East Region
701,2024-09-30,18:21,Tue,Snow,One Way Street,39,Snow,Daylight,1,1,Slight,51.5957,-1.8522,East Alexander District,Lake Martinport,Pedestrian Error,East Region
702,2023-12-19,23:46,Fri,Unknown,One Way Street,30,Wet,Darkness - No Lighting,4,5,Slight,56.9273,-0.287,Port Davidton District,Lake Donna,Unknown,East Region
703,2025-01-14,09:03,Sun,Fog,Motorway,53,Snow,Darkness - Lighting Unknown,4,1,Serious,50.6766,-4.517,Nicolefort District,East Sean,Speeding,East Region
704,2024-08-13,17:49,Wed,Snow,Motorway,52,Ice,Darkness - No Lighting,1,1,Slight,54.1438,1.2433,West Emily District,North Jessica,Unknown,South Region
705,2024-08-02,09:20,Sat,Windy,Roundabout,59,Dry,Twilight,1,3,Slight,50.136,1.2733,Toddtown District,South Jaimemouth,Weather Conditions,East Region
706,2023-03-09,13:05,Thu,Fog,Dual Carriageway,66,Snow,Twilight,4,5,Slight,50.2161,-3.2125,Cardenasshire District,Robertsstad,Distracted Driving,West Region
707,2023-11-09,15:29,Sun,Unknown,Roundabout,40,Dry,Daylight,3,5,Serious,54.4147,-0.21,Wardchester District,North Christopherberg,Distracted Driving,South Region
708,2024-08-12,05:18,Sat,Snow,B-Road,20,Ice,Darkness - Lighting Unknown,4,2,Slight,54.2652,-2.1851,North Sharonhaven District,Stevensonchester,Unknown,West Region
709,2024-07-27,15:50,Tue,Fog,Roundabout,40,Mud,Twilight,5,5,Slight,52.5479,-4.5261,Jenniferborough District,East Amyborough,Unknown,South Region
710,2024-01-23,07:36,Sun,Fog,Motorway,40,Ice,Twilight,4,1,Slight,56.8509,-3.3797,West Robertshire District,Laurashire,Road Condition,South Region
711,2024-08-03,09:54,Wed,Windy,One Way Street,28,Wet,Darkness - Lights Lit,5,0,Slight,51.8226,-1.1733,Andrewside District,Juliemouth,Driver Error,South Region
712,2025-03-31,17:31,Thu,Snow,One Way Street,67,Ice,Daylight,4,6,Slight,57.4443,-0.3101,New Lynnfort District,Walkerport,Weather Conditions,West Region
713,2023-02-11,13:51,Mon,Windy,One Way Street,66,Mud,Darkness - No Lighting,2,2,Slight,57.2212,-3.3814,East Briana District,Amandahaven,Weather Conditions,West Region
714,2024-07-23,01:14,Thu,Fog,One Way Street,52,Dry,Twilight,4,0,Serious,53.8049,-1.351,Jasonview District,Lake Collinchester,Driver Error,East Region
715,2024-08-20,18:22,Tue,Rain,Dual Carriageway,37,Dry,Daylight,2,0,Slight,52.7513,-4.7441,Wrightborough District,Lake Haleychester,Weather Conditions,Metropolitan
716,2024-06-27,07:42,Tue,Hail,A-Road,69,Mud,Darkness - No Lighting,1,2,Slight,52.5495,1.4771,Harmonport District,Haydenmouth,Driver Error,Metropolitan
717,2024-07-17,21:36,Thu,Fog,Motorway,55,Dry,Darkness - No Lighting,3,0,Slight,51.2513,-2.1338,Barbaramouth District,New Kathleenhaven,Unknown,North Region
718,2025-05-17,18:55,Fri,Hail,Dual Carriageway,34,Dry,Twilight,5,5,Slight,50.2883,-3.0821,North Meganland District,Dominguezfurt,Drunk Driving,North Region
719,2024-09-09,18:35,Tue,Rain,Dual Carriageway,26,Wet,Darkness - Lighting Unknown,1,5,Slight,53.2485,-4.8246,Adamsberg District,Danielport,Distracted Driving,West Region
720,2023-01-25,19:32,Thu,Fog,A-Road,67,Ice,Darkness - No Lighting,3,1,Slight,50.7329,-4.4739,New Christopher District,West Davidville,Distracted Driving,East Region
721,2025-01-28,12:51,Wed,Rain,Motorway,52,Snow,Daylight,4,5,Serious,52.213,-2.5768,Greeneville District,Brownstad,Weather Conditions,South Region
722,2024-04-21,12:21,Mon,Windy,B-Road,65,Snow,Darkness - Lights Lit,1,3,Slight,50.2977,-2.0445,Port Melissa District,Anitafort,Vehicle Fault,East Region
723,2025-06-04,17:29,Thu,Fog,Junction,31,Flood,Darkness - Lights Lit,3,5,Slight,54.0685,1.2028,Port Timothy District,Walshshire,Unknown,West Region
724,2023-03-25,13:52,Fri,Fog,B-Road,31,Wet,Darkness - No Lighting,1,6,Slight,56.8837,-3.8914,South David District,Taylormouth,Speeding,East Region
725,2024-08-08,18:20,Thu,Unknown,A-Road,62,Wet,Darkness - Lighting Unknown,2,4,Slight,57.2367,-0.5357,New Vickie District,Hannahshire,Weather Conditions,Metropolitan
726,2024-07-23,16:06,Sun,Rain,B-Road,25,Wet,Darkness - Lights Lit,2,3,Slight,54.1471,-1.6158,Brandonport District,North Timothytown,Drunk Driving,Metropolitan
727,2023-12-08,06:54,Tue,Unknown,A-Road,29,Ice,Darkness - Lights Lit,4,3,Serious,50.2902,-0.9819,South Deborah District,Johnsonhaven,Drunk Driving,East Region
728,2025-03-13,14:00,Fri,Windy,A-Road,28,Mud,Darkness - Lights Lit,2,3,Serious,54.5674,-1.335,Armstrongton District,Williamsbury,Driver Error,West Region
729,2023-03-28,08:28,Sat,Hail,B-Road,58,Ice,Darkness - Lighting Unknown,4,0,Serious,56.5187,-0.9393,North Edward District,Smithport,Speeding,West Region
730,2025-03-01,09:03,Thu,Fog,B-Road,24,Snow,Darkness - Lights Lit,3,1,Serious,57.0962,-4.272,Clarkside District,West Melissaview,Speeding,West Region
731,2024-03-30,13:09,Wed,Fog,Roundabout,27,Snow,Daylight,4,5,Slight,54.2904,0.615,East James District,Kingtown,Road Condition,Metropolitan
732,2024-10-30,16:11,Wed,Fine,A-Road,56,Mud,Daylight,3,4,Serious,52.8837,-2.5788,Jennamouth District,East Michael,Speeding,Metropolitan
733,2025-06-19,03:11,Sat,Fog,One Way Street,31,Mud,Daylight,5,1,Slight,57.4614,-0.0532,Smithville District,South Nicholasbury,Vehicle Fault,North Region
734,2024-10-30,04:42,Sun,Windy,Junction,45,Snow,Darkness - Lighting Unknown,1,0,Slight,57.9077,-2.0513,Lake Jackton District,Kristiemouth,Vehicle Fault,South Region
735,2024-10-13,13:47,Mon,Snow,Roundabout,46,Flood,Darkness - Lighting Unknown,2,1,Serious,57.6991,-2.8368,Griffithberg District,Jenniferland,Distracted Driving,Metropolitan
736,2024-05-01,02:10,Mon,Snow,Dual Carriageway,46,Wet,Daylight,1,1,Slight,52.1886,0.5161,West Robin District,Lake Abigailland,Vehicle Fault,South Region
737,2024-04-09,06:35,Mon,Rain,A-Road,39,Ice,Darkness - Lights Lit,1,5,Slight,50.6679,-3.6042,New Evanhaven District,Colonfort,Pedestrian Error,South Region
738,2024-11-20,07:30,Thu,Fine,Dual Carriageway,20,Snow,Darkness - No Lighting,3,3,Serious,55.2628,-1.8974,East Brianville District,West Juliefort,Drunk Driving,West Region
739,2024-02-25,19:46,Fri,Rain,Motorway,31,Snow,Daylight,2,3,Slight,52.8963,-2.7481,New Gina District,New James,Vehicle Fault,West Region
740,2025-06-23,13:07,Sat,Snow,A-Road,28,Wet,Twilight,4,5,Slight,54.3364,-1.3756,New Andreamouth District,Johnsonville,Pedestrian Error,West Region
741,2023-08-23,23:57,Thu,Fog,B-Road,63,Wet,Daylight,3,1,Serious,53.7733,0.1722,Lake Jessicamouth District,New Johnville,Road Condition,Metropolitan
742,2024-09-30,13:06,Wed,Windy,Motorway,27,Mud,Daylight,5,1,Slight,50.3463,1.9365,Kimview District,Davidport,Unknown,West Region
743,2023-09-19,13:04,Tue,Hail,Dual Carriageway,26,Wet,Daylight,2,4,Serious,50.96,1.0266,North Matthew District,Sarahtown,Unknown,Metropolitan
744,2024-03-05,15:14,Thu,Fine,B-Road,59,Wet,Twilight,5,1,Serious,56.8919,1.52,East Patriciaberg District,Kimberlymouth,Road Condition,North Region
745,2024-03-16,13:12,Wed,Hail,Dual Carriageway,61,Mud,Daylight,3,2,Slight,51.3941,-2.9083,Rachelland District,Justinshire,Driver Error,Metropolitan
746,2024-12-10,03:32,Thu,Windy,Motorway,51,Flood,Darkness - Lights Lit,2,2,Serious,51.9377,-4.5969,East Allisonport District,Schmidtshire,Weather Conditions,Metropolitan
747,2025-04-06,02:27,Sat,Unknown,A-Road,32,Flood,Darkness - Lights Lit,1,0,Slight,56.8793,1.5573,New Jasmine District,South Jonathan,Weather Conditions,Metropolitan
748,2025-05-30,04:59,Wed,Unknown,B-Road,20,Flood,Darkness - No Lighting,5,3,Fatal,57.899,-2.5662,Brandichester District,Lake Gary,Distracted Driving,Metropolitan
749,2024-08-19,19:23,Tue,Fog,One Way Street,46,Snow,Darkness - Lights Lit,3,6,Serious,51.735,-0.7496,West Erinborough District,Lopezport,Pedestrian Error,South Region
750,2024-09-24,11:41,Thu,Snow,One Way Street,64,Dry,Darkness - Lights Lit,1,0,Slight,50.1947,0.0006,Taylortown District,West Emilyberg,Unknown,West Region
751,2023-05-07,19:59,Wed,Fog,Junction,52,Flood,Darkness - No Lighting,5,3,Slight,50.4967,0.872,Jonesport District,Obrienmouth,Speeding,South Region
752,2023-10-27,13:52,Sat,Windy,Roundabout,42,Dry,Twilight,1,2,Serious,54.9444,-1.2479,North Tina District,North Alison,Drunk Driving,West Region
753,2024-07-17,04:43,Sun,Fog,A-Road,49,Mud,Darkness - No Lighting,2,2,Slight,53.5803,-4.8122,Piercemouth District,Lake Adamborough,Weather Conditions,West Region
754,2024-03-10,23:22,Tue,Rain,Dual Carriageway,27,Dry,Twilight,5,2,Slight,54.9618,-3.6081,Kimberlyberg District,East Samantha,Road Condition,South Region
755,2024-06-15,23:33,Wed,Rain,Junction,43,Dry,Daylight,4,1,Slight,56.829,0.5413,Patelville District,South Juliatown,Drunk Driving,West Region
756,2024-01-15,12:13,Tue,Snow,Dual Carriageway,58,Dry,Twilight,3,1,Slight,52.7414,-0.4056,East Amanda District,Port Adamville,Distracted Driving,East Region
757,2023-01-15,07:07,Fri,Unknown,Roundabout,56,Wet,Twilight,4,6,Slight,54.7072,-4.1941,Mitchellfurt District,Shelbychester,Weather Conditions,North Region
758,2025-04-07,19:49,Sat,Hail,One Way Street,21,Dry,Darkness - No Lighting,5,2,Slight,50.1573,1.7879,Christinashire District,Loweryhaven,Unknown,East Region
759,2024-12-19,16:26,Tue,Unknown,Motorway,35,Wet,Daylight,1,4,Slight,54.2433,-3.4844,North Jeremyhaven District,Marilynburgh,Weather Conditions,Metropolitan
760,2025-02-14,22:29,Sun,Snow,B-Road,37,Mud,Twilight,1,1,Slight,54.658,0.6655,West Shari District,Johnsonview,Driver Error,North Region
761,2024-01-25,21:18,Sat,Windy,Junction,21,Snow,Darkness - Lighting Unknown,1,6,Slight,53.8971,-3.7327,South Stevenshire District,Lake Karenton,Road Condition,East Region
762,2023-11-09,07:21,Sun,Unknown,Dual Carriageway,42,Dry,Darkness - Lighting Unknown,4,5,Slight,56.6521,-1.5405,Port Clinton District,Danielmouth,Vehicle Fault,South Region
763,2024-05-27,10:54,Sat,Windy,B-Road,66,Mud,Daylight,2,0,Slight,56.3476,-2.2458,East Rodney District,New James,Drunk Driving,East Region
764,2024-05-28,00:23,Fri,Unknown,B-Road,49,Wet,Darkness - Lighting Unknown,2,3,Slight,53.7782,-0.6262,Ericview District,North Amberland,Weather Conditions,West Region
765,2023-04-12,01:48,Mon,Unknown,B-Road,52,Ice,Darkness - Lighting Unknown,4,0,Serious,52.0463,1.3346,East Wendy District,Allenborough,Speeding,South Region
766,2025-02-11,12:41,Fri,Unknown,Motorway,54,Ice,Darkness - Lights Lit,2,0,Slight,57.0821,0.6493,New Ryanmouth District,West Zacharyville,Speeding,Metropolitan
767,2025-04-14,11:54,Tue,Fog,Dual Carriageway,51,Snow,Darkness - Lights Lit,1,2,Slight,56.2697,-1.6368,South Richard District,East Christopher,Speeding,West Region
768,2024-03-04,05:15,Thu,Hail,Motorway,49,Dry,Darkness - No Lighting,5,0,Slight,54.7568,-0.1426,Amandaton District,West Dustinberg,Road Condition,South Region
769,2023-11-06,13:34,Wed,Fog,B-Road,55,Ice,Twilight,3,3,Serious,50.926,-4.408,Brownfurt District,Angelashire,Drunk Driving,South Region
770,2023-02-06,09:37,Tue,Windy,Dual Carriageway,51,Snow,Daylight,2,1,Fatal,55.1805,-0.5192,Port Vincent District,North Brian,Speeding,East Region
771,2023-10-17,12:31,Mon,Hail,Dual Carriageway,46,Dry,Twilight,3,0,Slight,50.954,-3.3261,East Lauraport District,East Timothyhaven,Road Condition,North Region
772,2023-04-01,02:07,Sat,Fine,One Way Street,58,Dry,Daylight,3,1,Slight,51.1923,-0.8283,North Ricardo District,Perryberg,Weather Conditions,West Region
773,2025-05-03,23:53,Fri,Snow,Junction,30,Snow,Twilight,2,0,Slight,56.1878,-2.6073,South Brittanyburgh District,New Michellemouth,Drunk Driving,North Region
774,2024-06-21,16:49,Tue,Fine,B-Road,32,Snow,Twilight,2,6,Serious,57.1459,-0.6756,New Lauren District,New Juliatown,Road Condition,West Region
775,2025-06-02,07:42,Thu,Fog,A-Road,32,Ice,Darkness - Lights Lit,3,6,Slight,56.1161,-2.4911,Lake Michaelmouth District,Lake Jenniferhaven,Speeding,Metropolitan
776,2023-11-25,07:21,Mon,Snow,A-Road,63,Ice,Darkness - No Lighting,1,3,Slight,57.0136,-2.5932,North David District,Port Edwardton,Driver Error,West Region
777,2025-03-23,19:24,Fri,Hail,Roundabout,50,Snow,Twilight,3,1,Slight,51.3845,-0.4703,Joannashire District,Tuckertown,Speeding,West Region
778,2025-04-07,10:01,Fri,Snow,Junction,46,Dry,Daylight,1,1,Slight,56.133,-1.2717,East Tracyport District,New Lancechester,Speeding,North Region
779,2023-05-14,16:07,Mon,Windy,One Way Street,39,Wet,Darkness - Lights Lit,1,3,Slight,56.4988,-2.4905,Nicholasmouth District,South Dannyville,Speeding,West Region
780,2023-11-22,06:01,Mon,Snow,B-Road,63,Mud,Daylight,4,2,Fatal,51.1627,0.1004,Hallfort District,Port Jason,Road Condition,North Region
781,2025-06-16,22:37,Wed,Hail,Roundabout,36,Mud,Darkness - Lighting Unknown,4,0,Serious,52.1185,-0.5889,Lake Gregory District,West Richardberg,Vehicle Fault,East Region
782,2024-05-22,20:15,Thu,Fine,Junction,22,Wet,Daylight,5,4,Slight,51.534,-2.166,East Jessica District,South John,Driver Error,West Region
783,2023-07-28,18:52,Wed,Fog,Dual Carriageway,63,Wet,Daylight,3,0,Fatal,56.7652,1.942,Cooperberg District,Jacksonside,Drunk Driving,East Region
784,2024-08-17,01:50,Sun,Snow,Motorway,38,Wet,Darkness - No Lighting,4,2,Slight,57.9254,-3.6272,Port Angelaburgh District,Oliviafort,Pedestrian Error,East Region
785,2025-03-31,00:24,Thu,Fog,Motorway,21,Flood,Darkness - Lighting Unknown,5,2,Serious,54.9849,0.9249,New Tyler District,Gravesberg,Drunk Driving,Metropolitan
786,2025-01-15,05:39,Wed,Fog,Motorway,50,Wet,Daylight,2,6,Slight,54.5256,-0.8842,Sandraburgh District,Brittanytown,Speeding,Metropolitan
787,2024-03-03,23:33,Fri,Snow,B-Road,34,Dry,Daylight,1,5,Serious,50.739,0.6108,Martinezfurt District,North Nicholas,Weather Conditions,North Region
788,2024-04-29,09:25,Thu,Unknown,Roundabout,23,Mud,Darkness - Lights Lit,1,3,Serious,53.6146,-1.8613,Gomezside District,South Ruthstad,Unknown,Metropolitan
789,2025-03-01,05:01,Sat,Fine,Roundabout,38,Flood,Twilight,5,6,Slight,56.4612,-0.928,Lake Jennifer District,Port Aaronstad,Drunk Driving,South Region
790,2025-01-24,23:37,Fri,Unknown,One Way Street,48,Ice,Darkness - Lights Lit,1,0,Slight,54.6878,-4.2887,West Michaelchester District,Chamberschester,Unknown,West Region
791,2023-10-28,02:19,Fri,Windy,B-Road,54,Flood,Darkness - No Lighting,4,6,Slight,52.4096,1.0313,New Adrian District,North Nathan,Unknown,West Region
792,2024-08-30,06:35,Thu,Windy,Roundabout,55,Mud,Darkness - Lights Lit,4,5,Fatal,55.8903,-0.5964,Michaelfort District,West Connie,Vehicle Fault,North Region
793,2024-11-25,05:52,Sat,Hail,One Way Street,27,Dry,Darkness - Lighting Unknown,4,5,Serious,51.2257,-2.5259,New Blakefurt District,Lake Lauren,Weather Conditions,Metropolitan
