employee_id,age,gender,marital_status,department,job_role,education,education_field,distance_from_km,business_travel,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,overtime,num_companies_worked,years_at_company,years_in_current_role,years_since_last_promotion,total_working_years,monthly_income,salary_slab,attrition,attrition_label,over_time_bin
174,46,Male,Divorced,Legal,Director,PhD,Technical Degree,25,Travel Frequently,3,2,2,3,2,Yes,5,22,2,5,22,124672.97,High,No,Staying,No
175,53,Male,Divorced,Marketing,Lead,Bachelors,Medical,29,Travel Rarely,3,2,3,2,1,No,8,9,9,7,13,66938.32,Very High,No,Staying,Yes
176,35,Female,Single,Operations,Specialist,Masters,Medical,51,Travel Rarely,1,4,4,2,3,Yes,0,17,7,6,1,57709.24,Low,Yes,Leaving,No
177,44,Female,Single,Operations,VP,Bachelors,Marketing,61,Travel Frequently,2,3,1,3,3,No,3,4,4,4,9,57560.2,Low,No,Staying,No
178,58,Male,Single,Human Resources,Manager,Masters,Business Management,3,Travel Frequently,3,1,1,2,3,No,4,29,15,4,8,116834.82,High,Yes,Leaving,No
179,56,Other,Divorced,Legal,VP,Masters,Business Management,56,Non-Travel,2,1,2,4,1,Yes,1,0,0,0,17,90326.92,Very High,No,Staying,No
180,51,Female,Divorced,Operations,Analyst,Bachelors,Business Management,66,Travel Rarely,1,4,3,1,3,Yes,7,7,2,2,11,32271.57,Very High,No,Staying,No
181,36,Other,Divorced,Human Resources,Specialist,Bachelors,Medical,55,Non-Travel,1,3,2,3,4,Yes,4,30,4,0,30,79591.23,Low,No,Staying,No
182,50,Female,Divorced,Sales,Director,Associate,Other,31,Non-Travel,3,2,4,2,4,Yes,6,8,5,5,23,75027.36,High,Yes,Leaving,Yes
183,47,Other,Single,Technology,Junior Associate,Associate,Medical,61,Travel Frequently,4,3,4,3,2,Yes,0,5,5,0,2,57785.07,Low,Yes,Leaving,No
184,39,Male,Married,Sales,Senior Analyst,High School,Medical,68,Travel Rarely,4,2,4,4,2,No,3,13,10,0,26,40484.52,Low,No,Staying,No
185,50,Female,Single,Sales,Associate,Masters,Medical,62,Non-Travel,3,3,1,1,2,No,6,3,3,3,15,86656.49,Medium,No,Staying,No
186,24,Other,Married,Operations,Manager,Bachelors,Life Sciences,27,Non-Travel,1,1,4,4,1,Yes,6,2,2,2,1,66880.05,Very High,Yes,Leaving,No
187,45,Female,Divorced,Marketing,VP,Bachelors,Other,66,Travel Frequently,1,4,4,2,3,Yes,6,26,14,0,12,114024.56,Very High,No,Staying,No
188,60,Other,Married,Legal,Associate,Bachelors,Business Management,29,Travel Rarely,1,2,3,4,3,No,4,3,3,3,15,101948.35,Low,No,Staying,No
189,43,Other,Divorced,Marketing,Senior Analyst,Bachelors,Life Sciences,48,Non-Travel,3,4,1,4,4,Yes,0,12,5,5,1,78596.18,High,No,Staying,No
190,40,Female,Married,Operations,Associate,Masters,Medical,40,Non-Travel,3,3,3,2,1,Yes,0,5,5,1,2,85015.46,Medium,No,Staying,No
191,28,Male,Divorced,Human Resources,Analyst,High School,Business Management,28,Non-Travel,3,3,1,3,2,No,1,23,5,6,36,146699.35,Medium,No,Staying,Yes
192,39,Other,Married,Sales,Associate,Associate,Other,54,Travel Rarely,4,3,3,1,2,Yes,3,27,11,1,39,97578.96,Low,No,Staying,No
193,43,Other,Married,Technology,Analyst,High School,Business Management,69,Travel Rarely,2,3,1,2,2,No,8,15,10,0,12,102667.83,High,No,Staying,No
194,39,Other,Married,Legal,Associate,Associate,Life Sciences,35,Travel Frequently,2,2,1,1,3,No,5,20,12,5,4,48323.73,Low,No,Staying,Yes
195,34,Male,Single,Marketing,Senior Analyst,Associate,Life Sciences,43,Travel Frequently,1,1,3,3,2,Yes,5,23,9,5,38,104335.9,Low,No,Staying,Yes
196,29,Other,Divorced,R&D,VP,Masters,Human Resources,33,Non-Travel,4,4,1,1,4,Yes,4,1,0,1,34,64774.5,Medium,No,Staying,No
197,35,Female,Single,Marketing,Junior Associate,Masters,Technical Degree,32,Non-Travel,4,3,4,1,2,No,6,11,11,5,24,79641.79,Low,No,Staying,No
198,23,Male,Divorced,Finance,Associate,PhD,Other,19,Travel Rarely,3,3,4,1,3,No,4,20,6,7,0,35716.38,Very High,No,Staying,No
199,51,Female,Single,Technology,VP,PhD,Medical,4,Travel Rarely,2,1,4,2,4,Yes,3,26,3,7,15,130454.33,High,No,Staying,Yes
200,54,Female,Divorced,Marketing,Executive,Associate,Life Sciences,50,Travel Frequently,2,4,4,4,2,Yes,0,19,9,8,27,53154.5,Low,No,Staying,Yes
201,37,Other,Married,R&D,VP,Associate,Life Sciences,67,Non-Travel,4,2,1,3,2,Yes,7,14,14,0,11,98616.2,Very High,No,Staying,No
202,24,Female,Single,Marketing,VP,Associate,Life Sciences,8,Non-Travel,3,2,4,2,2,No,5,18,12,1,19,87629.09,Low,No,Staying,No
203,57,Other,Married,Legal,Junior Associate,Masters,Technical Degree,39,Travel Frequently,2,3,2,2,2,No,4,6,6,5,28,82034.67,Low,No,Staying,No
204,50,Female,Single,R&D,Executive,PhD,Human Resources,39,Travel Rarely,3,2,3,2,1,No,2,0,0,0,20,32430.95,High,No,Staying,Yes
205,55,Other,Divorced,Marketing,Analyst,Associate,Life Sciences,11,Travel Frequently,4,1,4,4,1,Yes,5,6,6,6,36,125838.3,Very High,No,Staying,No
206,34,Other,Divorced,Operations,Director,High School,Life Sciences,6,Non-Travel,1,4,1,1,1,No,6,29,10,1,17,43106.01,High,No,Staying,Yes
207,35,Other,Divorced,Operations,Lead,Bachelors,Human Resources,53,Non-Travel,1,2,1,4,2,Yes,5,15,3,0,13,86976.58,Very High,No,Staying,No
208,35,Male,Single,Operations,Lead,High School,Business Management,24,Travel Rarely,3,4,1,1,4,No,3,0,0,0,23,55046.95,Low,No,Staying,No
209,28,Male,Divorced,Finance,Director,Masters,Life Sciences,24,Non-Travel,2,1,4,1,3,Yes,7,19,13,3,3,46983.47,Medium,No,Staying,No
210,23,Male,Married,Operations,Director,Bachelors,Medical,31,Travel Frequently,1,3,4,3,3,Yes,7,9,9,1,32,51207.84,High,No,Staying,No
211,49,Male,Divorced,Technology,Lead,High School,Life Sciences,10,Travel Frequently,2,2,4,3,4,No,1,24,5,3,6,126559.63,Low,Yes,Leaving,No
212,29,Male,Divorced,Technology,Senior Analyst,Masters,Marketing,3,Travel Frequently,1,4,3,3,3,No,8,18,12,8,19,114543.43,Low,No,Staying,No
213,30,Female,Divorced,Legal,Analyst,High School,Technical Degree,62,Travel Frequently,2,2,3,1,4,No,5,15,8,7,21,35205.98,Very High,Yes,Leaving,No
214,44,Male,Single,Marketing,Senior Analyst,PhD,Business Management,32,Travel Frequently,3,2,3,2,4,No,8,15,14,2,20,128432.11,Medium,No,Staying,No
215,38,Male,Single,Operations,Manager,High School,Business Management,25,Travel Frequently,4,1,1,3,4,Yes,8,30,1,3,33,82531.89,Very High,No,Staying,No
216,33,Female,Married,Sales,Specialist,Masters,Medical,4,Travel Frequently,4,2,2,3,1,Yes,3,23,14,3,27,59904.31,Low,No,Staying,No
217,59,Female,Divorced,R&D,Executive,PhD,Business Management,27,Travel Rarely,2,3,4,1,4,Yes,3,2,2,2,6,47650.71,Low,No,Staying,No
218,31,Other,Married,Finance,Analyst,PhD,Technical Degree,40,Non-Travel,1,2,1,4,1,Yes,0,29,3,0,37,137753.62,High,No,Staying,No
219,60,Male,Single,Operations,Specialist,Bachelors,Human Resources,33,Travel Frequently,4,2,4,3,2,Yes,7,14,12,7,17,140647.88,Medium,No,Staying,No
220,30,Female,Single,Operations,Manager,High School,Life Sciences,21,Travel Frequently,1,1,2,1,3,Yes,3,3,3,3,22,88519.97,High,No,Staying,No
221,55,Other,Divorced,Operations,Executive,Associate,Marketing,18,Travel Rarely,1,3,4,3,3,No,5,22,0,7,21,93296.74,Medium,No,Staying,No
222,45,Other,Divorced,Human Resources,Analyst,Bachelors,Human Resources,28,Travel Frequently,4,2,4,4,4,No,5,5,5,4,16,126463.07,Medium,Yes,Leaving,Yes
223,32,Male,Single,R&D,Director,PhD,Life Sciences,55,Travel Rarely,4,3,3,4,3,No,1,3,0,1,16,85380.3,Medium,No,Staying,No
224,56,Female,Single,Human Resources,VP,PhD,Business Management,30,Travel Rarely,1,2,1,4,1,Yes,5,23,11,1,29,146952.62,Low,No,Staying,No
225,55,Female,Married,Sales,Associate,PhD,Technical Degree,69,Travel Frequently,1,3,4,1,4,No,6,19,2,8,2,39103.93,Low,No,Staying,Yes
226,22,Male,Divorced,R&D,Junior Associate,Masters,Life Sciences,62,Travel Frequently,3,2,3,4,3,Yes,8,1,1,1,36,104535.35,Medium,No,Staying,No
227,59,Female,Single,Marketing,Director,High School,Medical,17,Non-Travel,2,3,1,2,3,No,6,21,2,7,12,117172.16,Medium,No,Staying,No
228,22,Female,Divorced,Finance,Director,Bachelors,Human Resources,28,Travel Frequently,2,2,3,3,4,Yes,0,8,8,3,10,121861.62,Low,Yes,Leaving,No
229,44,Other,Single,Sales,Executive,Masters,Business Management,59,Travel Rarely,4,1,1,2,1,No,5,3,3,3,12,63469.61,Medium,No,Staying,No
230,50,Female,Divorced,Technology,Senior Analyst,High School,Medical,63,Non-Travel,2,4,2,3,4,No,5,17,8,5,11,38786.09,Low,Yes,Leaving,No
231,27,Other,Divorced,Technology,Associate,High School,Technical Degree,71,Travel Frequently,4,2,2,2,1,Yes,4,20,11,3,9,35590.99,High,No,Staying,No
232,38,Other,Single,Sales,Junior Associate,Bachelors,Marketing,53,Travel Frequently,4,1,4,2,4,Yes,6,24,2,6,18,100764.37,High,No,Staying,No
233,24,Male,Married,Operations,Senior Analyst,High School,Other,15,Travel Rarely,3,1,2,3,1,No,2,26,8,3,2,35341.22,Very High,Yes,Leaving,No
234,44,Other,Divorced,Marketing,Lead,High School,Business Management,49,Travel Frequently,4,4,1,1,3,No,5,0,0,0,30,54624.84,Low,No,Staying,Yes
235,31,Female,Married,Operations,Executive,Bachelors,Medical,77,Travel Frequently,2,2,1,3,4,Yes,7,5,5,2,28,53675.31,Low,No,Staying,No
236,41,Male,Married,Human Resources,Associate,Masters,Other,34,Travel Rarely,1,3,3,4,3,Yes,0,23,7,6,14,126731.28,High,No,Staying,Yes
237,40,Male,Divorced,Technology,Executive,PhD,Technical Degree,24,Travel Rarely,4,1,3,2,4,Yes,5,13,7,5,3,80173.09,Very High,Yes,Leaving,Yes
238,48,Female,Married,Legal,Senior Analyst,Bachelors,Other,44,Non-Travel,2,1,2,3,1,No,3,15,14,3,33,85000.87,Low,No,Staying,Yes
239,40,Female,Single,Marketing,VP,PhD,Business Management,65,Travel Frequently,1,2,2,1,1,No,0,5,5,5,8,78307.48,High,No,Staying,Yes
240,41,Male,Married,Sales,Director,Masters,Technical Degree,31,Non-Travel,1,4,4,2,3,Yes,5,8,8,8,0,114111.88,High,No,Staying,No
241,30,Male,Divorced,R&D,Analyst,Masters,Life Sciences,51,Travel Frequently,2,2,2,3,3,Yes,8,24,1,6,33,71788.01,Very High,Yes,Leaving,No
242,34,Other,Married,Operations,Director,Associate,Marketing,29,Travel Rarely,1,4,3,2,4,No,3,4,2,4,26,115063.24,Very High,No,Staying,No
243,60,Male,Divorced,Operations,Manager,Associate,Business Management,37,Travel Rarely,3,4,3,1,1,Yes,8,24,0,4,2,32653.35,High,No,Staying,Yes
244,26,Female,Married,R&D,Manager,PhD,Other,39,Non-Travel,3,3,4,2,4,Yes,3,7,6,4,21,116815.02,High,No,Staying,No
245,31,Other,Single,R&D,Associate,Bachelors,Business Management,47,Travel Rarely,4,2,2,3,1,No,7,3,3,3,26,115040.83,Low,No,Staying,No
246,26,Male,Single,R&D,Manager,Associate,Life Sciences,11,Travel Frequently,2,2,1,4,4,No,3,14,8,8,15,147634.97,Low,No,Staying,No
247,51,Male,Divorced,Marketing,Manager,Bachelors,Life Sciences,57,Travel Rarely,4,2,3,3,4,Yes,1,18,14,7,23,115886.86,High,No,Staying,Yes
248,43,Male,Married,Operations,Analyst,High School,Life Sciences,74,Travel Frequently,3,2,3,3,3,Yes,5,20,15,1,5,59771.73,High,No,Staying,No
249,22,Female,Divorced,Marketing,Analyst,High School,Marketing,28,Travel Frequently,4,4,2,1,2,No,3,17,13,4,33,67326.14,Very High,Yes,Leaving,Yes
250,44,Other,Married,Human Resources,Analyst,PhD,Life Sciences,41,Travel Frequently,2,4,3,4,3,Yes,0,8,8,7,13,67585.22,Medium,No,Staying,Yes
251,41,Other,Single,Human Resources,Executive,Bachelors,Marketing,54,Non-Travel,1,2,4,2,1,Yes,8,25,1,1,35,82856.31,Low,No,Staying,No
252,58,Female,Single,Sales,Associate,Bachelors,Business Management,76,Non-Travel,2,3,3,2,3,Yes,7,12,9,7,33,86543.12,Very High,No,Staying,No
253,56,Male,Single,Operations,Associate,Masters,Marketing,58,Travel Rarely,2,4,2,1,3,No,8,16,7,3,19,130717.02,Medium,No,Staying,No
254,35,Other,Married,R&D,VP,Masters,Life Sciences,64,Travel Frequently,4,3,2,2,3,Yes,0,19,9,1,14,107461.81,Medium,No,Staying,No
255,44,Other,Divorced,R&D,Lead,Associate,Life Sciences,29,Travel Frequently,2,4,1,4,4,No,3,15,11,5,40,114473.59,High,No,Staying,No
256,35,Female,Divorced,Legal,VP,Masters,Technical Degree,43,Travel Rarely,3,1,4,4,2,No,0,26,8,6,39,50461.74,Medium,No,Staying,No
257,28,Male,Single,Sales,Lead,PhD,Human Resources,69,Travel Frequently,3,4,4,3,3,Yes,8,20,6,2,16,95296.11,Low,No,Staying,No
258,42,Male,Single,Operations,Lead,PhD,Human Resources,19,Non-Travel,3,1,4,4,3,Yes,8,7,7,7,37,120182.71,Low,No,Staying,Yes
259,46,Female,Divorced,Legal,Director,High School,Technical Degree,58,Travel Frequently,2,1,4,3,1,No,8,6,6,2,12,79781.52,Low,No,Staying,No
260,49,Male,Divorced,Legal,Senior Analyst,High School,Other,18,Travel Rarely,1,4,3,4,2,Yes,5,7,7,5,40,119253.86,Very High,No,Staying,No
261,28,Other,Divorced,R&D,Senior Analyst,PhD,Business Management,23,Travel Rarely,1,1,4,2,3,Yes,5,0,0,0,16,104236.2,High,Yes,Leaving,No
262,30,Male,Married,Operations,Associate,High School,Human Resources,26,Non-Travel,1,4,1,3,4,No,7,20,14,8,3,38353.57,Very High,No,Staying,Yes
263,24,Female,Divorced,Finance,Director,Masters,Life Sciences,24,Non-Travel,4,4,3,2,4,No,4,29,2,0,24,147285.61,Low,No,Staying,Yes
264,47,Male,Single,Marketing,Junior Associate,Bachelors,Life Sciences,30,Travel Frequently,4,1,1,1,3,No,6,24,15,3,40,93006.01,Medium,No,Staying,No
265,25,Other,Divorced,Operations,Lead,Bachelors,Marketing,26,Non-Travel,1,2,4,1,4,Yes,6,11,10,5,22,34777.97,Medium,No,Staying,No
266,42,Female,Married,Finance,VP,Bachelors,Marketing,13,Travel Frequently,3,4,3,4,2,No,4,9,7,5,4,76223.23,High,No,Staying,Yes
267,32,Female,Divorced,Finance,Executive,High School,Other,2,Travel Rarely,2,1,3,3,4,No,0,2,0,2,21,58082.34,High,Yes,Leaving,No
268,55,Female,Single,Operations,Associate,Masters,Marketing,49,Non-Travel,1,4,2,3,4,Yes,6,10,5,3,1,96066.73,Low,No,Staying,Yes
269,35,Male,Married,Sales,Executive,Bachelors,Life Sciences,74,Travel Rarely,1,2,3,1,3,No,6,9,7,4,18,118916.52,Very High,No,Staying,Yes
270,35,Other,Single,Finance,Manager,High School,Human Resources,35,Travel Frequently,2,4,4,4,3,No,6,4,1,0,17,144591.62,Medium,No,Staying,Yes
271,41,Other,Married,Technology,Junior Associate,Bachelors,Human Resources,68,Travel Rarely,2,2,4,1,1,No,7,25,11,7,1,102177.9,Low,No,Staying,Yes
272,36,Male,Single,Marketing,Analyst,Masters,Marketing,22,Travel Frequently,3,4,4,1,4,No,8,14,13,2,40,121679.82,Low,No,Staying,No
273,59,Female,Single,R&D,Associate,PhD,Medical,57,Non-Travel,3,1,4,3,2,No,8,22,7,7,22,53474.34,Very High,No,Staying,Yes
274,30,Female,Married,Legal,Analyst,Bachelors,Other,32,Travel Frequently,3,4,3,1,2,Yes,8,27,13,0,11,41025.47,Medium,No,Staying,No
275,22,Female,Married,Human Resources,VP,PhD,Human Resources,15,Travel Rarely,4,1,4,2,3,No,6,7,7,0,21,147483.56,Very High,No,Staying,Yes
276,55,Female,Married,R&D,Manager,Bachelors,Medical,34,Travel Frequently,3,2,3,3,1,No,2,15,13,1,0,122472.14,Low,Yes,Leaving,No
277,30,Female,Divorced,Marketing,Executive,Bachelors,Marketing,14,Non-Travel,4,4,2,3,4,No,0,7,7,2,26,148283.02,Medium,No,Staying,No
278,35,Male,Single,Human Resources,Director,Masters,Human Resources,2,Travel Frequently,3,3,1,2,3,No,3,26,11,7,36,73119.71,High,No,Staying,No
279,35,Female,Married,Operations,Associate,High School,Business Management,6,Travel Rarely,1,4,3,1,3,Yes,6,22,3,6,16,91125.72,High,No,Staying,Yes
280,30,Male,Divorced,Operations,Lead,PhD,Life Sciences,59,Travel Frequently,3,2,1,3,4,Yes,0,24,13,1,0,35282.62,High,No,Staying,No
281,33,Other,Married,Human Resources,Lead,PhD,Human Resources,18,Travel Frequently,3,4,4,2,4,Yes,5,28,3,3,1,112593.69,Low,No,Staying,No
282,54,Female,Divorced,Human Resources,Associate,High School,Technical Degree,3,Non-Travel,4,1,1,3,3,No,1,27,11,4,37,99199.16,Very High,No,Staying,No
283,33,Other,Single,Operations,Senior Analyst,Associate,Life Sciences,77,Non-Travel,1,4,1,2,3,No,3,27,14,6,4,79812.44,Medium,No,Staying,No
284,24,Male,Divorced,Operations,Associate,Bachelors,Human Resources,26,Non-Travel,1,1,4,2,3,Yes,3,7,3,1,16,135960.37,High,No,Staying,Yes
285,50,Other,Married,Marketing,Director,Associate,Technical Degree,22,Non-Travel,1,2,2,1,4,No,5,4,4,2,19,139900.74,Very High,No,Staying,No
286,43,Male,Divorced,Operations,VP,High School,Business Management,2,Travel Rarely,1,2,3,1,3,No,5,12,5,0,12,132366.76,Low,No,Staying,No
287,45,Other,Married,Marketing,VP,Masters,Other,1,Travel Frequently,1,4,3,2,3,No,3,12,12,2,3,30501.03,Medium,No,Staying,Yes
288,58,Other,Divorced,Technology,Manager,PhD,Technical Degree,19,Non-Travel,1,4,1,1,1,No,4,10,10,4,26,121131.37,Very High,No,Staying,No
289,48,Other,Single,Human Resources,Director,Masters,Life Sciences,1,Travel Frequently,1,3,4,3,4,No,7,3,2,3,14,33609.33,Very High,No,Staying,No
290,36,Male,Married,Finance,Analyst,PhD,Other,4,Non-Travel,1,4,3,4,1,Yes,7,0,0,0,18,72298.44,Very High,No,Staying,No
291,48,Male,Single,Technology,Associate,Masters,Medical,8,Non-Travel,3,1,1,4,2,No,4,25,14,1,25,141586.13,Very High,No,Staying,No
292,27,Male,Divorced,Finance,Associate,PhD,Other,39,Travel Rarely,4,2,4,2,1,Yes,5,2,2,0,24,35544.15,Very High,No,Staying,Yes
293,36,Male,Single,Legal,Analyst,Masters,Marketing,76,Non-Travel,1,2,1,1,4,Yes,5,7,7,0,7,70524.71,Very High,No,Staying,No
294,35,Female,Married,R&D,Manager,Bachelors,Business Management,25,Travel Frequently,3,3,3,1,1,Yes,4,18,1,8,36,108540.45,Low,No,Staying,Yes
295,43,Other,Married,Legal,Senior Analyst,Masters,Business Management,21,Travel Rarely,2,1,1,1,3,No,4,23,12,3,32,136815.58,Very High,No,Staying,No
296,38,Other,Married,Marketing,Director,PhD,Life Sciences,68,Travel Frequently,3,2,2,4,3,No,6,21,0,6,7,139974.18,High,Yes,Leaving,No
297,46,Female,Married,R&D,Director,Associate,Marketing,69,Travel Frequently,1,3,3,2,4,Yes,0,11,10,4,11,95824.89,Low,Yes,Leaving,No
298,24,Female,Single,Technology,Lead,Masters,Technical Degree,37,Non-Travel,3,4,1,1,3,No,5,27,1,4,22,77736.72,Low,No,Staying,No
299,45,Other,Divorced,Finance,Senior Analyst,Bachelors,Marketing,38,Travel Rarely,2,4,3,3,3,No,2,4,4,4,18,101717.46,Very High,No,Staying,No
300,32,Male,Single,Finance,Manager,High School,Business Management,41,Travel Rarely,3,1,2,2,1,No,8,5,5,2,19,119894.09,Very High,No,Staying,No
301,49,Other,Single,Legal,Specialist,PhD,Human Resources,17,Travel Rarely,4,3,3,3,2,No,0,30,12,6,1,88718.44,Medium,No,Staying,Yes
302,46,Female,Single,Operations,Associate,Associate,Human Resources,80,Travel Frequently,3,2,1,1,1,Yes,5,19,0,4,22,63087.91,Very High,No,Staying,No
303,52,Other,Divorced,Human Resources,Executive,Bachelors,Technical Degree,49,Non-Travel,2,2,1,4,2,Yes,4,19,5,2,35,94970.96,Medium,No,Staying,No
304,60,Female,Married,Sales,Specialist,Associate,Marketing,57,Travel Rarely,1,3,1,3,4,No,5,6,6,6,40,139577.21,Low,Yes,Leaving,No
305,40,Male,Married,Sales,Lead,Bachelors,Marketing,57,Travel Rarely,2,2,3,1,1,Yes,5,3,3,0,9,41321.74,Medium,No,Staying,No
306,25,Female,Divorced,Marketing,Specialist,High School,Human Resources,57,Non-Travel,3,1,3,3,2,No,1,15,14,1,19,122964.31,Medium,No,Staying,No
307,39,Other,Married,Finance,Specialist,High School,Marketing,34,Travel Rarely,1,2,4,4,2,Yes,0,15,10,0,4,112860.3,Very High,No,Staying,Yes
308,33,Other,Single,Sales,Analyst,PhD,Life Sciences,37,Non-Travel,2,2,1,3,2,No,8,30,7,8,17,49839.45,Medium,No,Staying,No
309,39,Other,Single,R&D,Associate,Associate,Medical,24,Travel Rarely,4,3,3,2,2,No,3,26,7,5,31,71195.45,Medium,No,Staying,No
310,59,Male,Single,Marketing,Director,Bachelors,Other,31,Non-Travel,2,3,3,4,1,No,5,2,2,0,32,55051.51,Low,No,Staying,No
311,47,Other,Single,Human Resources,VP,Masters,Business Management,10,Non-Travel,1,1,1,2,3,Yes,1,6,2,6,33,102695.52,Low,No,Staying,No
312,25,Other,Divorced,Sales,VP,Bachelors,Life Sciences,29,Travel Rarely,1,1,3,2,4,No,7,18,3,8,12,123564.01,Medium,No,Staying,Yes
313,59,Female,Married,R&D,Junior Associate,Bachelors,Marketing,9,Travel Rarely,4,1,3,4,3,Yes,2,3,3,3,23,127460.11,Very High,No,Staying,No
314,27,Male,Married,Legal,Director,PhD,Life Sciences,76,Travel Frequently,4,1,2,1,3,No,0,10,10,6,26,82677.7,Medium,Yes,Leaving,No
315,23,Female,Single,Operations,Lead,PhD,Human Resources,8,Non-Travel,3,3,3,1,1,No,5,25,14,8,35,74202.94,Medium,No,Staying,No
316,50,Other,Married,Legal,Specialist,Associate,Life Sciences,78,Non-Travel,1,3,3,1,1,No,0,6,0,4,18,116122.44,Low,Yes,Leaving,Yes
317,39,Other,Single,Human Resources,Specialist,Associate,Life Sciences,60,Travel Frequently,3,1,4,3,4,No,4,27,15,7,38,60289.97,Very High,No,Staying,No
318,23,Female,Married,Finance,Lead,PhD,Technical Degree,34,Travel Rarely,3,3,1,3,4,Yes,7,12,12,1,31,73574.93,Medium,No,Staying,Yes
319,47,Other,Divorced,Human Resources,Manager,Associate,Other,40,Non-Travel,4,3,4,4,4,Yes,8,26,15,6,4,34914.5,Medium,No,Staying,No
320,23,Male,Married,Operations,Executive,Associate,Marketing,15,Non-Travel,1,2,1,4,1,Yes,2,8,5,7,14,96285.61,Medium,No,Staying,No
321,38,Other,Divorced,R&D,Analyst,Masters,Human Resources,67,Travel Rarely,4,3,2,2,2,Yes,2,4,0,4,9,126802.39,High,No,Staying,Yes
322,51,Female,Single,Marketing,Associate,Associate,Other,57,Travel Frequently,4,3,3,2,2,Yes,7,15,0,6,25,74624.15,High,No,Staying,No
323,53,Female,Divorced,Legal,Manager,Masters,Business Management,52,Travel Frequently,2,3,2,4,4,No,3,29,15,0,24,89869.91,High,No,Staying,No
324,27,Female,Divorced,Operations,Specialist,PhD,Business Management,37,Non-Travel,3,4,4,4,2,Yes,2,2,2,2,27,64423.72,Very High,No,Staying,Yes
325,31,Female,Divorced,R&D,Senior Analyst,Bachelors,Life Sciences,41,Non-Travel,4,3,1,1,1,Yes,8,30,2,5,4,115993.43,Very High,No,Staying,No
326,49,Female,Single,Human Resources,Associate,Masters,Technical Degree,31,Non-Travel,4,1,3,1,1,No,2,7,7,3,25,124076.65,Low,Yes,Leaving,Yes
327,48,Male,Married,Legal,Specialist,Bachelors,Marketing,68,Non-Travel,1,1,3,2,1,Yes,2,23,12,1,8,81504.96,Low,No,Staying,No
328,43,Female,Single,Finance,Junior Associate,Bachelors,Human Resources,21,Travel Rarely,3,3,2,1,1,Yes,4,4,4,0,15,127654.89,Low,No,Staying,Yes
329,31,Female,Single,Technology,Director,Masters,Human Resources,20,Travel Frequently,4,2,1,1,1,Yes,2,18,0,5,9,50156.51,Very High,No,Staying,No
330,51,Other,Single,Legal,Senior Analyst,PhD,Medical,57,Travel Frequently,3,3,4,1,2,No,0,10,0,5,38,76105.45,Very High,No,Staying,Yes
331,52,Male,Single,Technology,VP,Associate,Other,61,Travel Rarely,1,4,2,1,2,Yes,5,16,7,3,3,131586.56,Very High,No,Staying,No
332,42,Female,Married,Legal,VP,High School,Human Resources,28,Non-Travel,3,2,2,4,2,Yes,0,30,10,6,4,66320.48,Medium,No,Staying,No
333,30,Male,Divorced,Marketing,Executive,Masters,Medical,47,Travel Rarely,1,4,2,2,2,Yes,4,0,0,0,10,41069.91,Low,No,Staying,No
334,24,Female,Single,Technology,Director,High School,Technical Degree,13,Travel Frequently,1,4,4,3,1,No,0,19,11,0,0,98882.04,Medium,No,Staying,No
