order_id,customer_id,order_datetime,zone,category,product_name,sku,order_qty,unit_price,total_amount,delivery_fee,discount,payment_method,estimated_delivery_min,actual_delivery_min,delivery_status,order_source,store_name
156,CUST0156,2025-05-18 10:14:04,Zone-E,Snacks,Exactly,SKU00156,10,788.46,7884.6,7.85,0.06,Blinkit Wallet,22,41,Delivered,Web,Blinkit Store #5
157,CUST0157,2025-01-10 05:28:27,Zone-E,Pet Supplies,Dinner,SKU00157,11,626.02,6886.22,37.84,0.04,Debit Card,15,17,Delivered,App,Blinkit Store #2
158,CUST0158,2025-03-31 11:13:53,Zone-E,Beverages,Threat,SKU00158,12,715.98,8591.76,33.65,0.22,COD,11,28,Delivered,Web,Blinkit Store #6
159,CUST0159,2025-06-08 05:44:59,Zone-E,Baby Care,Section,SKU00159,2,569.77,1139.54,41.93,0.05,COD,12,7,Delivered,Web,Blinkit Store #1
160,CUST0160,2025-04-27 05:17:43,Zone-E,Pet Supplies,Answer,SKU00160,8,495.48,3963.84,20.0,0.18,UPI,25,28,Delivered,Web,Blinkit Store #4
161,CUST0161,2025-04-14 19:05:33,Zone-A,Pet Supplies,War,SKU00161,9,386.25,3476.25,27.48,0.19,Credit Card,8,21,Delivered,WhatsApp,Blinkit Store #6
162,CUST0162,2025-06-06 19:47:10,Zone-E,Pet Supplies,Number,SKU00162,9,367.89,3311.01,30.18,0.19,Debit Card,29,49,Delivered,WhatsApp,Blinkit Store #1
163,CUST0163,2025-06-05 11:27:11,Zone-E,Snacks,All,SKU00163,9,591.7,5325.3,7.79,0.21,UPI,24,42,Delayed,App,Blinkit Store #2
164,CUST0164,2025-01-28 11:06:19,Zone-A,Baby Care,Kitchen,SKU00164,1,541.28,541.28,39.1,0.07,COD,14,14,Delivered,Web,Blinkit Store #3
165,CUST0165,2025-05-13 12:05:39,Zone-B,Household,Role,SKU00165,7,221.76,1552.32,5.4,0.24,Credit Card,13,25,Delivered,App,Blinkit Store #2
166,CUST0166,2025-05-15 09:05:41,Zone-B,Dairy,Fish,SKU00166,14,501.28,7017.92,45.68,0.03,Credit Card,26,37,Cancelled,WhatsApp,Blinkit Store #3
167,CUST0167,2025-05-06 09:46:49,Zone-C,Snacks,Go,SKU00167,5,224.96,1124.8,31.74,0.0,Credit Card,13,20,Delivered,Web,Blinkit Store #1
168,CUST0168,2025-04-12 23:47:54,Zone-C,Personal Care,As,SKU00168,12,138.88,1666.56,14.22,0.11,Credit Card,20,40,Cancelled,WhatsApp,Blinkit Store #4
169,CUST0169,2025-05-21 01:40:12,Zone-C,Pet Supplies,Impact,SKU00169,3,425.94,1277.82,10.44,0.03,Net Banking,9,12,Delivered,WhatsApp,Blinkit Store #5
170,CUST0170,2025-02-22 21:33:43,Zone-E,Groceries,From,SKU00170,7,196.84,1377.88,9.53,0.2,Net Banking,13,23,Delivered,WhatsApp,Blinkit Store #5
171,CUST0171,2025-05-05 02:22:31,Zone-A,Personal Care,Involve,SKU00171,12,89.61,1075.32,9.25,0.19,Credit Card,25,23,Delivered,Web,Blinkit Store #5
172,CUST0172,2025-06-01 16:56:21,Zone-B,Snacks,Child,SKU00172,15,392.72,5890.8,15.31,0.25,UPI,27,24,Delivered,WhatsApp,Blinkit Store #2
173,CUST0173,2025-04-29 08:41:46,Zone-B,Groceries,Model,SKU00173,10,105.9,1059.0,15.19,0.24,Blinkit Wallet,28,23,Delivered,Web,Blinkit Store #1
174,CUST0174,2025-02-03 00:33:09,Zone-C,Pet Supplies,Walk,SKU00174,7,663.16,4642.12,16.26,0.04,Blinkit Wallet,19,15,Delivered,Web,Blinkit Store #5
175,CUST0175,2025-01-11 03:51:40,Zone-E,Groceries,Two,SKU00175,5,271.46,1357.3,16.56,0.18,COD,10,17,Delivered,WhatsApp,Blinkit Store #4
176,CUST0176,2025-03-16 17:21:35,Zone-D,Dairy,Example,SKU00176,15,95.64,1434.6,8.62,0.13,Net Banking,12,28,Delivered,App,Blinkit Store #1
177,CUST0177,2025-02-10 01:44:18,Zone-E,Baby Care,No,SKU00177,14,327.15,4580.1,47.97,0.01,COD,18,27,Delivered,App,Blinkit Store #2
178,CUST0178,2025-05-12 12:39:40,Zone-A,Baby Care,Town,SKU00178,6,753.53,4521.18,35.58,0.06,Debit Card,29,39,Delayed,WhatsApp,Blinkit Store #3
179,CUST0179,2025-04-05 22:08:11,Zone-B,Baby Care,Since,SKU00179,9,752.52,6772.68,38.07,0.15,COD,22,18,Delivered,App,Blinkit Store #2
180,CUST0180,2025-04-22 09:51:29,Zone-D,Baby Care,Mind,SKU00180,12,88.96,1067.52,46.76,0.16,Debit Card,10,5,Delivered,App,Blinkit Store #1
181,CUST0181,2025-05-23 20:48:59,Zone-A,Dairy,Respond,SKU00181,7,725.48,5078.36,28.08,0.0,Net Banking,26,39,Delivered,App,Blinkit Store #2
182,CUST0182,2025-02-18 01:18:05,Zone-E,Pet Supplies,Idea,SKU00182,13,334.77,4352.01,35.91,0.07,COD,13,11,Delivered,Web,Blinkit Store #2
183,CUST0183,2025-04-30 10:37:25,Zone-D,Personal Care,End,SKU00183,9,42.17,379.53,19.54,0.25,Net Banking,23,21,Delivered,Web,Blinkit Store #4
184,CUST0184,2025-01-08 03:03:31,Zone-C,Baby Care,Blue,SKU00184,7,231.38,1619.66,35.85,0.18,COD,16,11,Delivered,App,Blinkit Store #1
185,CUST0185,2025-05-19 15:11:33,Zone-C,Beverages,Budget,SKU00185,5,635.49,3177.45,46.41,0.16,COD,23,36,Cancelled,Web,Blinkit Store #2
186,CUST0186,2025-02-28 00:19:49,Zone-D,Pet Supplies,Eat,SKU00186,4,52.61,210.44,3.14,0.07,COD,9,20,Delivered,App,Blinkit Store #5
187,CUST0187,2025-03-02 01:15:37,Zone-A,Baby Care,Part,SKU00187,5,291.37,1456.85,47.19,0.08,Blinkit Wallet,28,23,Delivered,Web,Blinkit Store #6
188,CUST0188,2025-05-22 18:30:12,Zone-A,Personal Care,Hotel,SKU00188,14,406.5,5691.0,5.17,0.21,UPI,15,35,Delayed,App,Blinkit Store #5
189,CUST0189,2025-03-14 00:10:42,Zone-D,Household,Catch,SKU00189,4,684.62,2738.48,29.58,0.07,Credit Card,8,23,Delivered,Web,Blinkit Store #4
190,CUST0190,2025-04-22 06:05:27,Zone-C,Baby Care,Generation,SKU00190,7,597.41,4181.87,8.64,0.04,UPI,6,8,Delivered,WhatsApp,Blinkit Store #1
191,CUST0191,2025-02-18 23:06:24,Zone-C,Baby Care,Glass,SKU00191,14,452.75,6338.5,27.56,0.11,COD,22,23,Delivered,WhatsApp,Blinkit Store #1
192,CUST0192,2025-05-06 03:14:57,Zone-D,Groceries,Door,SKU00192,4,450.86,1803.44,2.76,0.01,COD,11,21,Delivered,WhatsApp,Blinkit Store #6
193,CUST0193,2025-01-07 05:14:15,Zone-A,Baby Care,Left,SKU00193,5,61.55,307.75,27.24,0.09,Net Banking,26,34,Delayed,WhatsApp,Blinkit Store #5
194,CUST0194,2025-02-28 20:43:27,Zone-E,Personal Care,Recently,SKU00194,8,176.2,1409.6,19.67,0.23,Net Banking,14,25,Delivered,App,Blinkit Store #6
195,CUST0195,2025-03-27 08:16:57,Zone-B,Pet Supplies,Us,SKU00195,14,591.26,8277.64,8.13,0.22,Credit Card,27,43,Delayed,App,Blinkit Store #1
196,CUST0196,2025-06-05 19:18:55,Zone-E,Groceries,Employee,SKU00196,15,511.55,7673.25,17.06,0.06,UPI,22,40,Cancelled,Web,Blinkit Store #6
197,CUST0197,2025-04-11 06:49:53,Zone-C,Household,Real,SKU00197,14,311.29,4358.06,42.48,0.15,Net Banking,19,21,Delivered,WhatsApp,Blinkit Store #2
198,CUST0198,2025-05-01 04:27:10,Zone-E,Baby Care,Stage,SKU00198,10,237.77,2377.7,27.57,0.24,Blinkit Wallet,24,37,Delivered,App,Blinkit Store #3
199,CUST0199,2025-03-08 11:17:03,Zone-E,Groceries,Phone,SKU00199,13,490.91,6381.83,23.6,0.16,Net Banking,27,28,Delivered,App,Blinkit Store #1
200,CUST0200,2025-01-11 10:08:33,Zone-B,Snacks,Moment,SKU00200,6,153.65,921.9,21.26,0.19,UPI,28,39,Delayed,App,Blinkit Store #5
201,CUST0201,2025-02-27 22:53:34,Zone-E,Dairy,Itself,SKU00201,7,730.49,5113.43,41.49,0.02,Blinkit Wallet,28,44,Cancelled,App,Blinkit Store #1
202,CUST0202,2025-03-27 23:13:55,Zone-E,Baby Care,Especially,SKU00202,10,310.4,3104.0,18.29,0.04,Net Banking,17,20,Delivered,Web,Blinkit Store #2
203,CUST0203,2025-01-18 05:54:55,Zone-A,Pet Supplies,Of,SKU00203,1,628.42,628.42,0.01,0.08,Blinkit Wallet,17,15,Delivered,WhatsApp,Blinkit Store #5
204,CUST0204,2025-03-23 19:06:30,Zone-C,Personal Care,Development,SKU00204,7,725.18,5076.26,38.12,0.1,Net Banking,27,47,Delayed,WhatsApp,Blinkit Store #1
205,CUST0205,2025-06-05 21:38:14,Zone-E,Snacks,Knowledge,SKU00205,3,281.92,845.76,13.05,0.1,Net Banking,22,35,Delayed,WhatsApp,Blinkit Store #2
206,CUST0206,2025-03-11 10:04:48,Zone-B,Groceries,Catch,SKU00206,7,72.55,507.85,14.7,0.07,Blinkit Wallet,15,28,Delivered,App,Blinkit Store #4
207,CUST0207,2025-01-15 12:20:08,Zone-E,Dairy,To,SKU00207,7,752.56,5267.92,14.39,0.21,Blinkit Wallet,23,36,Cancelled,WhatsApp,Blinkit Store #4
208,CUST0208,2025-05-25 07:40:30,Zone-B,Beverages,Night,SKU00208,12,586.17,7034.04,48.99,0.07,Debit Card,30,35,Delivered,Web,Blinkit Store #4
209,CUST0209,2025-03-30 02:29:48,Zone-C,Snacks,Feeling,SKU00209,12,795.43,9545.16,6.01,0.05,Credit Card,15,18,Delivered,App,Blinkit Store #6
210,CUST0210,2025-01-27 04:13:08,Zone-C,Baby Care,Despite,SKU00210,4,650.45,2601.8,26.3,0.08,COD,29,42,Cancelled,App,Blinkit Store #3
211,CUST0211,2025-02-16 14:57:18,Zone-C,Groceries,Color,SKU00211,9,668.27,6014.43,41.97,0.08,COD,12,7,Delivered,Web,Blinkit Store #4
212,CUST0212,2025-03-08 21:21:01,Zone-A,Groceries,Similar,SKU00212,10,50.57,505.7,17.01,0.06,COD,23,21,Delivered,Web,Blinkit Store #3
213,CUST0213,2025-01-28 03:24:44,Zone-B,Beverages,Economic,SKU00213,9,34.99,314.91,0.82,0.16,Net Banking,27,35,Delivered,App,Blinkit Store #6
214,CUST0214,2025-05-21 17:09:29,Zone-D,Snacks,Anyone,SKU00214,9,364.82,3283.38,28.09,0.01,UPI,12,16,Delivered,Web,Blinkit Store #5
215,CUST0215,2025-04-12 05:45:09,Zone-D,Pet Supplies,Hour,SKU00215,2,19.79,39.58,32.27,0.04,UPI,10,19,Delivered,Web,Blinkit Store #3
216,CUST0216,2025-03-03 20:52:33,Zone-A,Household,Believe,SKU00216,4,434.6,1738.4,23.19,0.2,Debit Card,11,12,Delivered,App,Blinkit Store #1
217,CUST0217,2025-05-14 01:21:12,Zone-B,Household,Father,SKU00217,14,340.89,4772.46,48.24,0.03,UPI,14,11,Delivered,Web,Blinkit Store #4
218,CUST0218,2025-04-09 16:24:57,Zone-B,Dairy,Base,SKU00218,13,144.79,1882.27,10.05,0.23,COD,18,24,Delivered,WhatsApp,Blinkit Store #5
219,CUST0219,2025-06-28 11:46:13,Zone-D,Personal Care,Step,SKU00219,10,302.48,3024.8,16.3,0.03,Net Banking,19,19,Delivered,WhatsApp,Blinkit Store #3
220,CUST0220,2025-05-29 00:59:33,Zone-A,Dairy,Various,SKU00220,15,762.41,11436.15,20.05,0.16,UPI,7,3,Delivered,App,Blinkit Store #1
221,CUST0221,2025-03-17 17:51:46,Zone-C,Baby Care,Notice,SKU00221,13,580.37,7544.81,35.34,0.25,Credit Card,25,20,Delivered,App,Blinkit Store #3
222,CUST0222,2025-04-14 15:41:40,Zone-A,Personal Care,Action,SKU00222,6,551.61,3309.66,25.29,0.2,Blinkit Wallet,20,16,Delivered,App,Blinkit Store #2
223,CUST0223,2025-05-17 22:13:41,Zone-E,Snacks,Expect,SKU00223,12,541.12,6493.44,44.76,0.06,COD,23,31,Cancelled,Web,Blinkit Store #3
224,CUST0224,2025-05-17 22:10:04,Zone-B,Groceries,Wonder,SKU00224,10,152.57,1525.7,23.99,0.05,COD,17,26,Delivered,WhatsApp,Blinkit Store #2
225,CUST0225,2025-03-11 14:42:19,Zone-A,Baby Care,Mean,SKU00225,13,19.3,250.9,19.2,0.13,Debit Card,25,38,Cancelled,WhatsApp,Blinkit Store #4
226,CUST0226,2025-01-18 18:16:46,Zone-D,Baby Care,City,SKU00226,14,696.29,9748.06,3.67,0.09,Credit Card,16,19,Delivered,App,Blinkit Store #6
227,CUST0227,2025-01-23 12:25:22,Zone-E,Beverages,Name,SKU00227,13,777.84,10111.92,26.57,0.23,Blinkit Wallet,29,35,Cancelled,Web,Blinkit Store #2
228,CUST0228,2025-06-25 13:59:33,Zone-E,Baby Care,Pass,SKU00228,8,299.19,2393.52,27.23,0.05,COD,29,47,Cancelled,Web,Blinkit Store #4
229,CUST0229,2025-03-21 09:33:50,Zone-A,Household,Idea,SKU00229,1,743.05,743.05,2.02,0.16,Blinkit Wallet,9,29,Delivered,App,Blinkit Store #4
230,CUST0230,2025-06-12 03:08:44,Zone-C,Beverages,Between,SKU00230,6,264.25,1585.5,13.25,0.03,Credit Card,25,26,Delivered,Web,Blinkit Store #3
231,CUST0231,2025-02-21 02:56:55,Zone-E,Snacks,Pull,SKU00231,3,571.3,1713.9,21.62,0.01,Net Banking,8,6,Delivered,App,Blinkit Store #6
232,CUST0232,2025-04-19 10:30:48,Zone-E,Groceries,Effect,SKU00232,11,661.09,7271.99,42.68,0.22,UPI,20,37,Cancelled,App,Blinkit Store #3
233,CUST0233,2025-06-22 03:28:20,Zone-A,Dairy,Toward,SKU00233,13,639.46,8312.98,42.01,0.1,Net Banking,16,24,Delivered,WhatsApp,Blinkit Store #6
234,CUST0234,2025-02-12 21:22:06,Zone-E,Beverages,Employee,SKU00234,3,611.85,1835.55,43.14,0.1,Debit Card,28,36,Cancelled,App,Blinkit Store #2
235,CUST0235,2025-03-02 20:33:32,Zone-D,Baby Care,Water,SKU00235,13,425.46,5530.98,31.86,0.24,Credit Card,26,30,Delivered,Web,Blinkit Store #3
236,CUST0236,2025-02-18 22:55:49,Zone-D,Pet Supplies,Defense,SKU00236,6,343.94,2063.64,16.45,0.07,UPI,17,23,Delivered,Web,Blinkit Store #6
237,CUST0237,2025-06-06 10:44:49,Zone-B,Pet Supplies,Few,SKU00237,11,97.21,1069.31,2.73,0.0,COD,29,48,Delayed,WhatsApp,Blinkit Store #5
238,CUST0238,2025-04-24 10:33:24,Zone-E,Groceries,Benefit,SKU00238,9,562.23,5060.07,16.68,0.2,COD,24,44,Cancelled,WhatsApp,Blinkit Store #1
239,CUST0239,2025-01-15 22:08:08,Zone-A,Pet Supplies,Magazine,SKU00239,9,243.6,2192.4,8.69,0.02,Blinkit Wallet,27,25,Delivered,Web,Blinkit Store #1
240,CUST0240,2025-01-28 01:04:57,Zone-C,Household,World,SKU00240,8,220.56,1764.48,10.34,0.0,Blinkit Wallet,20,40,Delivered,WhatsApp,Blinkit Store #5
241,CUST0241,2025-06-26 11:30:21,Zone-C,Household,Teach,SKU00241,10,400.28,4002.8,35.44,0.12,Blinkit Wallet,21,40,Delayed,WhatsApp,Blinkit Store #3
242,CUST0242,2025-04-05 01:54:31,Zone-A,Pet Supplies,Inside,SKU00242,12,583.17,6998.04,14.29,0.06,COD,17,16,Delivered,App,Blinkit Store #4
243,CUST0243,2025-01-01 06:15:25,Zone-D,Personal Care,World,SKU00243,6,435.23,2611.38,8.67,0.06,Credit Card,22,31,Delayed,Web,Blinkit Store #1
244,CUST0244,2025-04-05 02:07:58,Zone-B,Baby Care,Play,SKU00244,6,261.61,1569.66,16.11,0.08,UPI,18,31,Delivered,WhatsApp,Blinkit Store #6
245,CUST0245,2025-03-26 21:11:15,Zone-E,Pet Supplies,Special,SKU00245,12,579.69,6956.28,22.67,0.2,UPI,12,24,Delivered,WhatsApp,Blinkit Store #1
246,CUST0246,2025-06-25 07:22:56,Zone-E,Baby Care,Offer,SKU00246,7,461.89,3233.23,39.58,0.18,Credit Card,10,28,Delivered,WhatsApp,Blinkit Store #4
247,CUST0247,2025-01-06 18:37:07,Zone-E,Personal Care,Poor,SKU00247,1,328.42,328.42,45.71,0.16,Blinkit Wallet,27,45,Cancelled,Web,Blinkit Store #1
248,CUST0248,2025-03-03 20:58:11,Zone-B,Baby Care,Theory,SKU00248,2,99.81,199.62,28.06,0.1,COD,9,29,Delivered,App,Blinkit Store #1
249,CUST0249,2025-04-07 13:42:42,Zone-B,Groceries,Chance,SKU00249,11,637.72,7014.92,29.04,0.21,Debit Card,8,16,Delivered,Web,Blinkit Store #5
250,CUST0250,2025-02-06 06:01:39,Zone-B,Household,Degree,SKU00250,9,161.98,1457.82,12.74,0.21,Credit Card,14,25,Delivered,App,Blinkit Store #3
251,CUST0251,2025-06-08 09:34:18,Zone-E,Household,Then,SKU00251,9,541.33,4871.97,4.27,0.1,Credit Card,16,21,Delivered,App,Blinkit Store #2
252,CUST0252,2025-04-27 18:09:49,Zone-B,Dairy,Effect,SKU00252,3,139.57,418.71,30.5,0.0,Blinkit Wallet,27,26,Delivered,App,Blinkit Store #3
253,CUST0253,2025-06-16 11:33:27,Zone-D,Snacks,End,SKU00253,3,250.58,751.74,10.39,0.0,Debit Card,12,27,Delivered,WhatsApp,Blinkit Store #4
254,CUST0254,2025-02-11 17:56:09,Zone-A,Snacks,Allow,SKU00254,3,454.11,1362.33,23.47,0.08,Credit Card,26,35,Delivered,Web,Blinkit Store #4
255,CUST0255,2025-04-20 07:38:18,Zone-A,Dairy,Bring,SKU00255,15,177.26,2658.9,15.95,0.02,Net Banking,27,33,Delivered,App,Blinkit Store #3
256,CUST0256,2025-06-11 09:48:32,Zone-D,Baby Care,Act,SKU00256,15,333.55,5003.25,39.8,0.07,Net Banking,19,14,Delivered,App,Blinkit Store #2
257,CUST0257,2025-01-10 04:38:28,Zone-C,Beverages,Image,SKU00257,13,776.15,10089.95,39.82,0.06,Debit Card,11,25,Delivered,Web,Blinkit Store #4
258,CUST0258,2025-03-16 05:40:49,Zone-C,Beverages,Such,SKU00258,4,605.56,2422.24,34.58,0.13,UPI,6,20,Delivered,Web,Blinkit Store #3
259,CUST0259,2025-06-17 00:11:43,Zone-B,Beverages,Return,SKU00259,13,263.34,3423.42,11.08,0.07,UPI,17,34,Cancelled,WhatsApp,Blinkit Store #2
260,CUST0260,2025-02-26 07:31:33,Zone-A,Pet Supplies,Station,SKU00260,13,401.87,5224.31,2.01,0.08,Debit Card,19,20,Delivered,App,Blinkit Store #4
261,CUST0261,2025-06-03 14:29:16,Zone-E,Dairy,Matter,SKU00261,14,309.64,4334.96,43.82,0.06,UPI,25,40,Delivered,Web,Blinkit Store #4
262,CUST0262,2025-05-05 01:39:10,Zone-B,Pet Supplies,Stage,SKU00262,2,99.58,199.16,6.82,0.03,COD,11,8,Delivered,Web,Blinkit Store #2
263,CUST0263,2025-04-15 08:25:26,Zone-A,Beverages,Those,SKU00263,5,799.48,3997.4,36.36,0.11,COD,28,37,Delivered,WhatsApp,Blinkit Store #3
264,CUST0264,2025-05-20 01:57:14,Zone-C,Pet Supplies,Specific,SKU00264,15,173.97,2609.55,10.0,0.24,COD,30,29,Delivered,WhatsApp,Blinkit Store #1
265,CUST0265,2025-04-11 10:52:24,Zone-D,Groceries,On,SKU00265,7,491.14,3437.98,6.54,0.01,Blinkit Wallet,8,9,Delivered,WhatsApp,Blinkit Store #5
266,CUST0266,2025-06-07 08:54:32,Zone-A,Baby Care,Player,SKU00266,12,82.06,984.72,31.44,0.04,UPI,16,33,Delivered,WhatsApp,Blinkit Store #4
267,CUST0267,2025-02-25 07:09:22,Zone-A,Snacks,Alone,SKU00267,10,719.45,7194.5,41.69,0.12,Credit Card,25,21,Delivered,App,Blinkit Store #2
268,CUST0268,2025-05-09 14:58:55,Zone-B,Pet Supplies,Collection,SKU00268,9,718.79,6469.11,15.5,0.25,Credit Card,18,24,Delivered,Web,Blinkit Store #4
269,CUST0269,2025-05-29 13:37:46,Zone-A,Groceries,Happen,SKU00269,5,625.59,3127.95,14.79,0.14,Credit Card,23,29,Delivered,App,Blinkit Store #4
270,CUST0270,2025-03-08 13:29:07,Zone-A,Beverages,Cell,SKU00270,7,129.15,904.05,49.0,0.02,UPI,8,5,Delivered,Web,Blinkit Store #4
271,CUST0271,2025-04-22 18:45:37,Zone-A,Groceries,Certainly,SKU00271,7,544.14,3808.98,36.1,0.08,Blinkit Wallet,13,18,Delivered,WhatsApp,Blinkit Store #1
272,CUST0272,2025-03-31 18:57:59,Zone-D,Household,Film,SKU00272,13,26.41,343.33,7.21,0.12,UPI,28,47,Cancelled,App,Blinkit Store #3
273,CUST0273,2025-05-07 03:26:08,Zone-A,Snacks,Condition,SKU00273,12,396.28,4755.36,13.25,0.1,COD,10,7,Delivered,Web,Blinkit Store #5
274,CUST0274,2025-01-30 20:33:31,Zone-B,Personal Care,Free,SKU00274,2,313.17,626.34,1.79,0.15,Net Banking,8,7,Delivered,Web,Blinkit Store #4
275,CUST0275,2025-01-03 16:32:28,Zone-C,Baby Care,Before,SKU00275,15,462.16,6932.4,27.2,0.06,COD,26,36,Delayed,WhatsApp,Blinkit Store #5
276,CUST0276,2025-05-06 02:36:16,Zone-E,Household,The,SKU00276,5,312.29,1561.45,30.25,0.03,COD,27,23,Delivered,Web,Blinkit Store #2
277,CUST0277,2025-03-08 00:54:38,Zone-D,Pet Supplies,Short,SKU00277,1,517.72,517.72,30.05,0.15,Debit Card,24,33,Cancelled,App,Blinkit Store #6
278,CUST0278,2025-01-14 10:37:18,Zone-C,Personal Care,Car,SKU00278,15,179.25,2688.75,45.18,0.13,Credit Card,15,21,Delivered,WhatsApp,Blinkit Store #6
279,CUST0279,2025-05-11 23:15:08,Zone-C,Dairy,Office,SKU00279,8,390.52,3124.16,17.42,0.18,COD,13,13,Delivered,WhatsApp,Blinkit Store #5
280,CUST0280,2025-05-15 05:59:23,Zone-D,Personal Care,Population,SKU00280,10,519.11,5191.1,2.03,0.25,Net Banking,24,37,Cancelled,WhatsApp,Blinkit Store #6
281,CUST0281,2025-01-10 02:23:55,Zone-C,Pet Supplies,Man,SKU00281,14,321.27,4497.78,37.03,0.17,COD,11,12,Delivered,Web,Blinkit Store #2
282,CUST0282,2025-06-16 10:16:55,Zone-B,Household,Western,SKU00282,9,592.03,5328.27,48.68,0.1,UPI,16,35,Delayed,Web,Blinkit Store #2
283,CUST0283,2025-02-15 18:30:11,Zone-C,Pet Supplies,Police,SKU00283,14,604.99,8469.86,1.83,0.02,Blinkit Wallet,12,26,Delivered,Web,Blinkit Store #2
284,CUST0284,2025-06-25 02:32:57,Zone-E,Personal Care,Final,SKU00284,14,614.35,8600.9,2.42,0.24,Net Banking,23,39,Delayed,Web,Blinkit Store #6
285,CUST0285,2025-05-12 20:02:28,Zone-D,Baby Care,Discover,SKU00285,4,620.03,2480.12,33.98,0.18,Net Banking,20,21,Delivered,WhatsApp,Blinkit Store #1
286,CUST0286,2025-04-16 12:35:56,Zone-A,Dairy,Mouth,SKU00286,10,353.65,3536.5,3.62,0.18,Credit Card,13,14,Delivered,WhatsApp,Blinkit Store #4
287,CUST0287,2025-03-22 11:23:48,Zone-E,Groceries,Step,SKU00287,7,244.08,1708.56,4.58,0.14,UPI,17,14,Delivered,WhatsApp,Blinkit Store #3
288,CUST0288,2025-04-08 15:55:04,Zone-C,Household,Beat,SKU00288,5,710.74,3553.7,33.39,0.18,Credit Card,23,35,Cancelled,Web,Blinkit Store #3
289,CUST0289,2025-06-02 11:23:19,Zone-E,Baby Care,Admit,SKU00289,7,155.93,1091.51,19.77,0.2,COD,23,33,Cancelled,WhatsApp,Blinkit Store #4
290,CUST0290,2025-05-01 22:11:23,Zone-B,Dairy,Prevent,SKU00290,6,467.46,2804.76,10.34,0.21,Blinkit Wallet,20,17,Delivered,WhatsApp,Blinkit Store #2
291,CUST0291,2025-04-13 02:46:50,Zone-A,Beverages,Accept,SKU00291,10,243.84,2438.4,13.15,0.01,Blinkit Wallet,5,17,Delivered,App,Blinkit Store #2
292,CUST0292,2025-01-14 06:42:50,Zone-B,Household,Receive,SKU00292,7,653.63,4575.41,32.25,0.08,Blinkit Wallet,15,19,Delivered,WhatsApp,Blinkit Store #5
293,CUST0293,2025-03-15 14:13:06,Zone-E,Groceries,Finish,SKU00293,13,535.83,6965.79,33.96,0.02,UPI,27,41,Delayed,Web,Blinkit Store #2
294,CUST0294,2025-03-23 16:49:36,Zone-C,Personal Care,Husband,SKU00294,13,55.66,723.58,37.87,0.08,UPI,10,24,Delivered,App,Blinkit Store #3
295,CUST0295,2025-05-13 21:54:06,Zone-D,Snacks,Finish,SKU00295,12,30.31,363.72,40.03,0.02,Blinkit Wallet,13,32,Delivered,App,Blinkit Store #5
296,CUST0296,2025-04-27 15:22:26,Zone-A,Dairy,Behavior,SKU00296,6,540.72,3244.32,48.86,0.23,COD,22,36,Cancelled,WhatsApp,Blinkit Store #6
297,CUST0297,2025-04-12 13:49:54,Zone-D,Groceries,Year,SKU00297,10,97.8,978.0,40.89,0.24,Credit Card,24,23,Delivered,WhatsApp,Blinkit Store #6
298,CUST0298,2025-04-20 16:09:32,Zone-C,Dairy,Technology,SKU00298,15,304.72,4570.8,47.82,0.14,Credit Card,10,13,Delivered,WhatsApp,Blinkit Store #3
299,CUST0299,2025-01-20 01:34:32,Zone-E,Dairy,Idea,SKU00299,8,656.43,5251.44,37.6,0.09,COD,18,31,Cancelled,App,Blinkit Store #6
300,CUST0300,2025-04-08 13:02:43,Zone-A,Snacks,By,SKU00300,9,719.41,6474.69,32.8,0.23,Debit Card,28,32,Cancelled,Web,Blinkit Store #5
301,CUST0301,2025-04-19 12:08:11,Zone-D,Personal Care,Mother,SKU00301,9,54.2,487.8,0.39,0.2,Blinkit Wallet,7,25,Delivered,WhatsApp,Blinkit Store #1
302,CUST0302,2025-04-03 01:41:25,Zone-E,Groceries,Write,SKU00302,15,177.24,2658.6,34.7,0.15,UPI,27,24,Delivered,App,Blinkit Store #2
303,CUST0303,2025-02-12 10:52:10,Zone-D,Beverages,Crime,SKU00303,2,577.43,1154.86,37.04,0.06,Blinkit Wallet,17,23,Delivered,App,Blinkit Store #3
304,CUST0304,2025-05-25 21:47:03,Zone-E,Personal Care,Provide,SKU00304,1,327.48,327.48,13.62,0.09,Blinkit Wallet,16,11,Delivered,App,Blinkit Store #4
305,CUST0305,2025-01-13 02:41:19,Zone-E,Personal Care,World,SKU00305,10,595.01,5950.1,37.45,0.24,UPI,16,26,Delivered,App,Blinkit Store #5
306,CUST0306,2025-03-15 05:15:25,Zone-C,Pet Supplies,Let,SKU00306,8,97.78,782.24,39.15,0.18,Blinkit Wallet,22,35,Delivered,Web,Blinkit Store #6
307,CUST0307,2025-03-03 10:00:52,Zone-D,Dairy,Century,SKU00307,3,730.98,2192.94,38.21,0.1,COD,18,23,Delivered,App,Blinkit Store #3
308,CUST0308,2025-05-25 17:41:26,Zone-E,Dairy,Factor,SKU00308,1,354.96,354.96,24.34,0.24,Net Banking,30,42,Delayed,Web,Blinkit Store #3
309,CUST0309,2025-06-26 17:18:14,Zone-B,Personal Care,Near,SKU00309,2,15.83,31.66,21.49,0.19,Credit Card,29,37,Cancelled,WhatsApp,Blinkit Store #3
